return_id,order_id,order_item_id,customer_id,product_id,seller_id,return_date,days_after_delivery,return_type,return_reason,return_channel,return_status,refund_status,refund_amount,reverse_shipping_cost,pickup_status,pickup_date,quality_check_status,return_condition,replacement_requested,replacement_status
2181,15530,31035,4274,761,153,2025-04-06,8,Exchange,Damaged Product,Mobile App,Completed,Not Applicable,0.0,84.73,Completed,2025-04-08,Pending,Opened,True,Processing
2182,15538,31052,8250,873,174,2025-04-08,11,Exchange,Missing Parts,Mobile App,Completed,Not Applicable,0.0,167.1,Completed,2025-04-11,Passed,Unused,True,Requested
2183,15550,31073,2606,437,90,2025-04-18,20,Replacement,Changed Mind,Website,Completed,Not Applicable,0.0,52.98,Completed,2025-04-21,Passed,Damaged,True,Completed
2184,15553,31080,4585,1834,357,2025-04-20,19,Refund,Quality Issue,Mobile App,Completed,Completed,3533.49,179.52,Completed,2025-04-23,Passed,Opened,False,Not Applicable
2185,15557,31087,7820,255,52,2025-04-12,10,Replacement,Wrong Product,Website,Approved,Not Applicable,0.0,87.23,Pending,,Pending,Unused,True,Completed
2186,15558,31091,8538,1094,219,2025-04-15,13,Replacement,Late Delivery,Mobile App,Approved,Not Applicable,0.0,67.47,Pending,,Pending,Opened,True,Cancelled
2187,15567,31111,132,1560,308,2025-04-25,22,Refund,Quality Issue,Customer Support,Approved,Processing,49655.64,30.6,Pending,,Pending,Unused,False,Not Applicable
2188,15579,31136,4177,2242,438,2025-04-17,15,Replacement,Late Delivery,Website,Picked Up,Not Applicable,0.0,154.09,Completed,2025-04-18,Passed,Unused,True,Processing
2189,15580,31138,4516,1065,213,2025-04-24,24,Exchange,Wrong Product,Customer Support,Pickup Scheduled,Not Applicable,0.0,93.98,Completed,2025-04-25,Passed,Used,True,Processing
2190,15586,31151,7080,822,165,2025-04-25,22,Refund,Quality Issue,Mobile App,Completed,Completed,15862.38,77.75,Completed,2025-04-27,Passed,Opened,False,Not Applicable
2191,15587,31154,7929,1086,218,2025-05-01,29,Refund,Missing Parts,Mobile App,Completed,Completed,9992.44,109.67,Completed,2025-05-02,Passed,Opened,False,Not Applicable
2192,15600,31179,6019,512,104,2025-04-26,24,Refund,Wrong Product,Mobile App,Pickup Scheduled,Pending,4862.28,142.41,Completed,2025-04-29,Passed,Used,False,Not Applicable
2193,15615,31214,2696,1252,249,2025-05-03,28,Refund,Changed Mind,Website,Approved,Processing,8830.6,62.17,Scheduled,2025-05-04,Pending,Damaged,False,Not Applicable
2194,15623,31236,6346,2461,482,2025-04-15,16,Refund,Product Not As Expected,Customer Support,Picked Up,Processing,9187.28,94.18,Completed,2025-04-17,Passed,Used,False,Not Applicable
2195,15633,31259,2949,2138,420,2025-04-30,25,Refund,Wrong Product,Mobile App,Approved,Pending,45465.02,86.01,Scheduled,2025-05-03,Pending,Damaged,False,Not Applicable
2196,15640,31273,8228,2114,415,2025-04-15,10,Refund,Changed Mind,Website,Pickup Scheduled,Pending,1407.47,146.48,Completed,2025-04-16,Pending,Used,False,Not Applicable
2197,15659,31310,9629,227,46,2025-04-05,1,Refund,Quality Issue,Mobile App,Completed,Completed,1280.75,101.6,Completed,2025-04-07,Passed,Opened,False,Not Applicable
2198,15692,31381,2549,444,91,2025-04-09,6,Exchange,Quality Issue,Mobile App,Completed,Not Applicable,0.0,167.38,Completed,2025-04-10,Failed,Damaged,True,Completed
2199,15693,31385,2826,1322,263,2025-04-21,15,Exchange,Wrong Product,Customer Support,Pickup Scheduled,Not Applicable,0.0,155.87,Scheduled,2025-04-22,Pending,Used,True,Processing
2200,15704,31407,8630,1681,331,2025-04-27,23,Replacement,Changed Mind,Mobile App,Pickup Scheduled,Not Applicable,0.0,75.0,Scheduled,2025-04-30,Pending,Opened,True,Completed
2201,15717,31430,6909,1410,281,2025-05-05,28,Exchange,Quality Issue,Website,Requested,Not Applicable,0.0,175.86,Pending,,Pending,Used,True,Requested
2202,15717,31431,6909,1532,303,2025-04-13,6,Refund,Changed Mind,Mobile App,Rejected,Not Applicable,0.0,137.46,Failed,,Pending,Damaged,False,Not Applicable
2203,15721,31439,9195,1046,209,2025-04-15,10,Replacement,Damaged Product,Mobile App,Approved,Not Applicable,0.0,54.37,Scheduled,2025-04-16,Pending,Damaged,True,Cancelled
2204,15721,31440,9195,1864,363,2025-04-21,16,Replacement,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,35.26,Completed,2025-04-24,Pending,Opened,True,Requested
2205,15729,31457,3348,271,55,2025-05-06,28,Replacement,Changed Mind,Website,Approved,Not Applicable,0.0,121.55,Scheduled,2025-05-09,Pending,Used,True,Requested
2206,15740,31481,769,1207,240,2025-04-28,19,Refund,Damaged Product,Mobile App,Approved,Processing,1803.34,125.54,Pending,,Pending,Damaged,False,Not Applicable
2207,15740,31482,769,1349,268,2025-04-15,6,Replacement,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,172.35,Completed,2025-04-17,Passed,Damaged,True,Completed
2208,15740,31483,769,2403,470,2025-04-10,1,Refund,Late Delivery,Website,Picked Up,Pending,3017.75,155.02,Completed,2025-04-12,Passed,Used,False,Not Applicable
2209,15749,31497,6136,515,104,2025-04-30,24,Refund,Late Delivery,Website,Approved,Processing,4741.92,100.57,Scheduled,2025-05-01,Pending,Opened,False,Not Applicable
2210,15757,31514,8808,1663,328,2025-04-11,5,Refund,Quality Issue,Mobile App,Rejected,Not Applicable,0.0,63.37,Failed,,Pending,Unused,False,Not Applicable
2211,15759,31518,8970,706,142,2025-04-12,3,Refund,Quality Issue,Website,Pickup Scheduled,Processing,8686.34,155.75,Scheduled,2025-04-15,Pending,Used,False,Not Applicable
2212,15767,31536,2692,1889,368,2025-04-11,3,Refund,Quality Issue,Website,Approved,Processing,3369.6,128.29,Scheduled,2025-04-12,Pending,Damaged,False,Not Applicable
2213,15787,31579,4746,2105,414,2025-05-06,26,Replacement,Changed Mind,Mobile App,Completed,Not Applicable,0.0,47.1,Completed,2025-05-08,Passed,Used,True,Processing
2214,15789,31581,4949,1584,313,2025-04-29,17,Refund,Changed Mind,Mobile App,Completed,Processing,3916.75,56.48,Completed,2025-04-30,Failed,Damaged,False,Not Applicable
2215,15791,31585,7408,863,172,2025-04-25,13,Refund,Changed Mind,Mobile App,Rejected,Not Applicable,0.0,57.76,Failed,,Pending,Damaged,False,Not Applicable
2216,15792,31587,7575,1720,338,2025-04-25,13,Refund,Changed Mind,Website,Completed,Completed,70098.66,130.6,Completed,2025-04-27,Failed,Damaged,False,Not Applicable
2217,15793,31590,8683,2467,484,2025-04-14,3,Exchange,Product Not As Expected,Website,Requested,Not Applicable,0.0,34.95,Scheduled,2025-04-16,Pending,Opened,True,Processing
2218,15795,31593,9309,883,177,2025-04-24,14,Refund,Changed Mind,Mobile App,Approved,Pending,2250.25,71.95,Pending,,Pending,Opened,False,Not Applicable
2219,15810,31621,8301,1478,292,2025-04-26,15,Refund,Quality Issue,Website,Completed,Completed,9262.82,34.05,Completed,2025-04-29,Passed,Unused,False,Not Applicable
2220,15819,31637,1788,584,118,2025-04-17,9,Replacement,Product Not As Expected,Website,Pickup Scheduled,Not Applicable,0.0,63.85,Completed,2025-04-20,Passed,Used,True,Completed
2221,15823,31645,3887,1948,380,2025-04-28,16,Replacement,Product Not As Expected,Mobile App,Picked Up,Not Applicable,0.0,134.65,Scheduled,2025-04-29,Pending,Opened,True,Processing
2222,15827,31654,7377,1614,319,2025-04-17,5,Refund,Wrong Product,Website,Approved,Processing,385.46,144.6,Scheduled,2025-04-20,Pending,Damaged,False,Not Applicable
2223,15829,31659,9221,2207,432,2025-04-21,11,Refund,Product Not As Expected,Website,Pickup Scheduled,Pending,12221.81,53.24,Scheduled,2025-04-23,Pending,Unused,False,Not Applicable
2224,15831,31661,1169,1316,262,2025-04-26,11,Replacement,Changed Mind,Website,Requested,Not Applicable,0.0,109.46,Pending,,Pending,Used,True,Completed
2225,15847,31690,7532,1320,263,2025-05-01,18,Refund,Quality Issue,Website,Pickup Scheduled,Pending,1549.66,119.66,Completed,2025-05-02,Passed,Damaged,False,Not Applicable
2226,15848,31692,7682,1285,256,2025-04-23,14,Replacement,Size/Fit Issue,Website,Approved,Not Applicable,0.0,73.69,Pending,,Pending,Opened,True,Cancelled
2227,15852,31701,676,741,149,2025-04-25,13,Refund,Changed Mind,Mobile App,Completed,Completed,42179.49,50.24,Completed,2025-04-28,Passed,Damaged,False,Not Applicable
2228,15853,31704,728,225,46,2025-05-06,21,Refund,Quality Issue,Mobile App,Approved,Processing,18030.61,87.5,Pending,,Pending,Used,False,Not Applicable
2229,15853,31705,728,474,97,2025-05-15,30,Refund,Wrong Product,Mobile App,Approved,Processing,12373.07,135.25,Pending,,Pending,Used,False,Not Applicable
2230,15856,31712,2654,2402,469,2025-04-21,9,Refund,Missing Parts,Website,Requested,Processing,3940.27,40.41,Scheduled,2025-04-23,Pending,Damaged,False,Not Applicable
2231,15863,31727,6551,1390,276,2025-04-26,12,Refund,Quality Issue,Mobile App,Requested,Processing,22893.51,31.58,Pending,,Pending,Used,False,Not Applicable
2232,15866,31734,8686,1766,345,2025-04-26,13,Replacement,Product Not As Expected,Website,Completed,Not Applicable,0.0,155.16,Completed,2025-04-28,Pending,Used,True,Requested
2233,15878,31752,7348,1637,323,2025-04-22,7,Refund,Product Not As Expected,Website,Approved,Processing,1485.51,34.04,Pending,,Pending,Unused,False,Not Applicable
2234,15880,31756,8030,1774,347,2025-05-08,25,Replacement,Wrong Product,Website,Pickup Scheduled,Not Applicable,0.0,41.14,Scheduled,2025-05-09,Pending,Unused,True,Requested
2235,15881,31758,8266,586,118,2025-04-29,14,Replacement,Changed Mind,Mobile App,Completed,Not Applicable,0.0,172.26,Completed,2025-05-01,Passed,Unused,True,Processing
2236,15881,31760,8266,2099,413,2025-05-14,29,Exchange,Quality Issue,Mobile App,Approved,Not Applicable,0.0,110.1,Pending,,Pending,Opened,True,Cancelled
2237,15882,31762,9709,2013,392,2025-04-23,10,Refund,Product Not As Expected,Website,Completed,Completed,4558.03,92.53,Completed,2025-04-25,Passed,Used,False,Not Applicable
2238,15886,31771,2083,889,178,2025-04-16,2,Replacement,Quality Issue,Customer Support,Completed,Not Applicable,0.0,100.37,Completed,2025-04-19,Passed,Unused,True,Completed
2239,15907,31818,1989,900,181,2025-05-10,27,Refund,Damaged Product,Customer Support,Pickup Scheduled,Processing,406.48,158.5,Completed,2025-05-13,Passed,Used,False,Not Applicable
2240,15944,31891,2713,914,183,2025-05-09,23,Exchange,Missing Parts,Website,Pickup Scheduled,Not Applicable,0.0,48.02,Completed,2025-05-12,Passed,Used,True,Processing
2241,15966,31933,1989,1218,242,2025-05-03,14,Replacement,Product Not As Expected,Mobile App,Requested,Not Applicable,0.0,75.89,Scheduled,2025-05-05,Pending,Unused,True,Completed
2242,15976,31953,5914,1248,248,2025-05-17,29,Refund,Product Not As Expected,Website,Approved,Processing,580.07,60.24,Pending,,Pending,Unused,False,Not Applicable
2243,15976,31954,5914,1437,285,2025-05-04,16,Refund,Size/Fit Issue,Mobile App,Requested,Processing,41552.47,128.55,Scheduled,2025-05-07,Pending,Unused,False,Not Applicable
2244,15986,31971,880,96,18,2025-05-19,28,Refund,Product Not As Expected,Website,Picked Up,Pending,14015.41,87.39,Completed,2025-05-20,Passed,Unused,False,Not Applicable
2245,15989,31978,3162,897,180,2025-05-08,20,Replacement,Wrong Product,Website,Picked Up,Not Applicable,0.0,33.28,Completed,2025-05-10,Passed,Unused,True,Processing
2246,15989,31979,3162,1222,243,2025-05-10,22,Refund,Damaged Product,Website,Pickup Scheduled,Pending,6272.25,64.62,Scheduled,2025-05-13,Pending,Damaged,False,Not Applicable
2247,15990,31980,4002,897,180,2025-04-22,6,Refund,Damaged Product,Website,Completed,Processing,580.06,147.33,Completed,2025-04-24,Passed,Opened,False,Not Applicable
2248,15993,31985,7786,93,18,2025-05-16,27,Refund,Product Not As Expected,Website,Completed,Completed,19068.45,83.5,Completed,2025-05-17,Passed,Opened,False,Not Applicable
2249,16013,32023,6614,1906,371,2025-05-10,20,Replacement,Product Not As Expected,Mobile App,Completed,Not Applicable,0.0,168.63,Completed,2025-05-12,Passed,Opened,True,Completed
2250,16016,32027,7768,515,104,2025-05-07,14,Refund,Late Delivery,Website,Completed,Processing,1663.83,157.64,Completed,2025-05-10,Passed,Used,False,Not Applicable
2251,16033,32062,3433,1556,308,2025-04-28,3,Replacement,Damaged Product,Website,Requested,Not Applicable,0.0,83.47,Pending,,Pending,Opened,True,Cancelled
2252,16045,32088,8919,1491,294,2025-05-18,28,Refund,Damaged Product,Customer Support,Pickup Scheduled,Processing,229.84,39.48,Scheduled,2025-05-19,Pending,Used,False,Not Applicable
2253,16055,32110,3262,509,103,2025-05-18,26,Refund,Missing Parts,Website,Requested,Pending,7860.97,174.18,Pending,,Pending,Used,False,Not Applicable
2254,16067,32135,7141,2338,458,2025-05-07,11,Refund,Changed Mind,Website,Completed,Completed,44288.37,144.87,Completed,2025-05-10,Passed,Unused,False,Not Applicable
2255,16080,32159,5290,413,83,2025-05-23,29,Replacement,Late Delivery,Mobile App,Pickup Scheduled,Not Applicable,0.0,73.99,Scheduled,2025-05-24,Pending,Unused,True,Completed
2256,16089,32176,9206,2330,457,2025-05-15,20,Replacement,Size/Fit Issue,Website,Picked Up,Not Applicable,0.0,170.7,Completed,2025-05-16,Passed,Damaged,True,Cancelled
2257,16101,32200,5123,378,74,2025-04-30,5,Refund,Wrong Product,Mobile App,Pickup Scheduled,Processing,70502.64,61.61,Completed,2025-05-01,Passed,Damaged,False,Not Applicable
2258,16112,32219,1200,1460,290,2025-05-16,23,Replacement,Wrong Product,Mobile App,Pickup Scheduled,Not Applicable,0.0,132.66,Completed,2025-05-18,Passed,Damaged,True,Completed
2259,16113,32222,1298,2246,439,2025-05-08,12,Refund,Damaged Product,Customer Support,Requested,Pending,60770.1,79.58,Pending,,Pending,Damaged,False,Not Applicable
2260,16128,32253,6249,299,59,2025-04-30,9,Refund,Product Not As Expected,Website,Picked Up,Pending,1616.41,141.77,Completed,2025-05-01,Passed,Used,False,Not Applicable
2261,16130,32256,7253,941,188,2025-05-11,12,Refund,Damaged Product,Website,Requested,Processing,4001.38,175.54,Scheduled,2025-05-14,Pending,Opened,False,Not Applicable
2262,16144,32278,2688,1100,221,2025-04-24,3,Refund,Quality Issue,Mobile App,Completed,Completed,12743.96,109.19,Completed,2025-04-27,Passed,Damaged,False,Not Applicable
2263,16155,32300,6652,500,102,2025-05-22,26,Refund,Late Delivery,Website,Approved,Processing,8495.78,131.11,Pending,,Pending,Damaged,False,Not Applicable
2264,16158,32306,8570,2549,500,2025-05-12,11,Replacement,Changed Mind,Mobile App,Approved,Not Applicable,0.0,119.78,Scheduled,2025-05-13,Pending,Opened,True,Cancelled
2265,16160,32308,1058,419,85,2025-05-12,13,Refund,Changed Mind,Mobile App,Completed,Completed,1722.09,145.3,Completed,2025-05-14,Passed,Opened,False,Not Applicable
2266,16164,32317,4512,1290,257,2025-05-03,7,Exchange,Changed Mind,Website,Approved,Not Applicable,0.0,167.43,Scheduled,2025-05-05,Pending,Damaged,True,Completed
2267,16166,32321,5458,734,147,2025-05-25,30,Exchange,Wrong Product,Mobile App,Requested,Not Applicable,0.0,178.04,Scheduled,2025-05-28,Pending,Opened,True,Completed
2268,16170,32332,6010,2551,500,2025-05-06,7,Replacement,Quality Issue,Website,Completed,Not Applicable,0.0,126.09,Completed,2025-05-07,Passed,Used,True,Cancelled
2269,16191,32373,7538,1365,271,2025-05-22,22,Refund,Product Not As Expected,Mobile App,Requested,Pending,2811.95,78.52,Pending,,Pending,Unused,False,Not Applicable
2270,16192,32374,8252,1480,292,2025-05-11,10,Refund,Missing Parts,Mobile App,Picked Up,Processing,11657.28,51.26,Completed,2025-05-12,Pending,Opened,False,Not Applicable
2271,16210,32411,6249,1422,283,2025-05-24,26,Refund,Missing Parts,Mobile App,Approved,Pending,112960.44,30.18,Pending,,Pending,Damaged,False,Not Applicable
2272,16213,32418,7614,2522,495,2025-05-25,28,Replacement,Wrong Product,Mobile App,Completed,Not Applicable,0.0,176.2,Completed,2025-05-28,Passed,Damaged,True,Requested
2273,16222,32436,1428,431,88,2025-05-22,25,Refund,Product Not As Expected,Mobile App,Requested,Processing,165592.51,53.7,Pending,,Pending,Opened,False,Not Applicable
2274,16223,32440,2534,1499,296,2025-05-18,18,Refund,Damaged Product,Mobile App,Completed,Pending,5512.51,72.84,Completed,2025-05-19,Passed,Opened,False,Not Applicable
2275,16229,32449,5407,1839,358,2025-05-12,6,Refund,Wrong Product,Website,Picked Up,Pending,7851.21,125.76,Scheduled,2025-05-15,Pending,Used,False,Not Applicable
2276,16232,32457,7102,1912,372,2025-05-03,5,Refund,Damaged Product,Mobile App,Requested,Pending,1603.91,116.45,Pending,,Pending,Opened,False,Not Applicable
2277,16243,32484,7300,752,151,2025-05-19,18,Replacement,Late Delivery,Website,Approved,Not Applicable,0.0,68.36,Scheduled,2025-05-21,Pending,Unused,True,Completed
2278,16245,32489,7735,379,75,2025-05-17,13,Refund,Late Delivery,Mobile App,Requested,Processing,64982.39,51.18,Pending,,Pending,Damaged,False,Not Applicable
2279,16246,32492,8632,1713,337,2025-05-12,7,Refund,Quality Issue,Mobile App,Requested,Pending,8353.04,164.76,Pending,,Pending,Used,False,Not Applicable
2280,16249,32497,9805,1285,256,2025-05-24,21,Refund,Changed Mind,Mobile App,Pickup Scheduled,Processing,12846.26,115.72,Scheduled,2025-05-26,Pending,Used,False,Not Applicable
2281,16254,32511,729,757,152,2025-05-25,23,Refund,Quality Issue,Website,Rejected,Not Applicable,0.0,149.43,Failed,,Pending,Unused,False,Not Applicable
2282,16260,32523,4175,2029,396,2025-05-29,24,Refund,Size/Fit Issue,Customer Support,Pickup Scheduled,Processing,8406.1,105.89,Scheduled,2025-05-30,Pending,Opened,False,Not Applicable
2283,16263,32529,4895,587,118,2025-06-02,29,Replacement,Wrong Product,Mobile App,Picked Up,Not Applicable,0.0,56.28,Scheduled,2025-06-04,Pending,Damaged,True,Processing
2284,16270,32542,18,1114,223,2025-05-26,26,Refund,Quality Issue,Website,Approved,Processing,2767.93,153.47,Scheduled,2025-05-28,Pending,Unused,False,Not Applicable
2285,16272,32545,562,1846,360,2025-06-03,29,Refund,Damaged Product,Website,Requested,Pending,844.47,132.77,Scheduled,2025-06-06,Pending,Used,False,Not Applicable
2286,16275,32551,1615,1913,372,2025-05-16,10,Refund,Product Not As Expected,Mobile App,Approved,Processing,1338.12,106.54,Scheduled,2025-05-19,Pending,Opened,False,Not Applicable
2287,16275,32552,1615,2325,456,2025-06-01,26,Refund,Damaged Product,Website,Requested,Pending,4121.55,151.82,Scheduled,2025-06-03,Pending,Opened,False,Not Applicable
2288,16283,32568,5489,2496,490,2025-05-25,20,Refund,Damaged Product,Mobile App,Rejected,Not Applicable,0.0,142.08,Failed,,Pending,Damaged,False,Not Applicable
2289,16301,32609,5516,950,190,2025-05-05,1,Exchange,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,31.08,Scheduled,2025-05-06,Pending,Used,True,Completed
2290,16317,32638,1122,2166,425,2025-05-08,4,Refund,Changed Mind,Mobile App,Picked Up,Processing,12858.39,95.99,Completed,2025-05-10,Pending,Used,False,Not Applicable
2291,16332,32664,7140,467,96,2025-05-28,20,Refund,Product Not As Expected,Website,Pickup Scheduled,Processing,260.62,44.98,Completed,2025-05-29,Passed,Opened,False,Not Applicable
2292,16340,32679,4225,1620,320,2025-06-05,28,Exchange,Damaged Product,Website,Completed,Not Applicable,0.0,174.21,Completed,2025-06-06,Passed,Used,True,Cancelled
2293,16347,32695,8000,1833,357,2025-05-23,17,Replacement,Quality Issue,Website,Requested,Not Applicable,0.0,103.58,Pending,,Pending,Used,True,Cancelled
2294,16352,32704,907,1969,384,2025-05-06,1,Replacement,Damaged Product,Mobile App,Completed,Not Applicable,0.0,156.07,Completed,2025-05-09,Passed,Used,True,Requested
2295,16356,32712,2149,311,62,2025-05-18,9,Refund,Missing Parts,Website,Rejected,Not Applicable,0.0,111.03,Failed,,Pending,Damaged,False,Not Applicable
2296,16359,32718,2610,2418,472,2025-05-13,8,Refund,Late Delivery,Website,Picked Up,Pending,4600.77,37.12,Scheduled,2025-05-15,Pending,Unused,False,Not Applicable
2297,16364,32730,3495,1403,279,2025-06-08,29,Refund,Changed Mind,Mobile App,Completed,Pending,2014.89,35.59,Completed,2025-06-10,Passed,Damaged,False,Not Applicable
2298,16366,32733,5026,2184,428,2025-05-19,11,Replacement,Changed Mind,Website,Approved,Not Applicable,0.0,58.94,Pending,,Pending,Used,True,Cancelled
2299,16368,32735,5212,2376,465,2025-05-31,20,Replacement,Late Delivery,Website,Completed,Not Applicable,0.0,87.06,Completed,2025-06-03,Passed,Used,True,Processing
2300,16373,32744,6404,817,164,2025-06-04,30,Replacement,Late Delivery,Mobile App,Pickup Scheduled,Not Applicable,0.0,83.63,Completed,2025-06-07,Passed,Damaged,True,Requested
2301,16379,32758,9459,119,22,2025-05-13,2,Replacement,Changed Mind,Mobile App,Completed,Not Applicable,0.0,69.83,Completed,2025-05-15,Pending,Damaged,True,Processing
2302,16390,32780,4815,1519,300,2025-05-17,8,Replacement,Changed Mind,Website,Approved,Not Applicable,0.0,155.69,Pending,,Pending,Damaged,True,Completed
2303,16391,32783,5626,1492,294,2025-05-15,8,Refund,Product Not As Expected,Website,Completed,Completed,4701.42,111.87,Completed,2025-05-16,Passed,Opened,False,Not Applicable
2304,16392,32785,6858,2113,415,2025-06-08,29,Refund,Changed Mind,Mobile App,Approved,Processing,5131.52,156.1,Pending,,Pending,Used,False,Not Applicable
2305,16401,32805,779,2308,452,2025-06-06,30,Refund,Late Delivery,Mobile App,Approved,Processing,74783.52,99.07,Pending,,Pending,Damaged,False,Not Applicable
2306,16406,32815,2170,19,4,2025-06-06,28,Replacement,Product Not As Expected,Website,Completed,Not Applicable,0.0,96.89,Completed,2025-06-09,Passed,Used,True,Cancelled
2307,16406,32816,2170,432,88,2025-05-10,1,Refund,Damaged Product,Website,Pickup Scheduled,Pending,128423.35,77.78,Completed,2025-05-12,Passed,Opened,False,Not Applicable
2308,16407,32819,2496,1343,267,2025-06-03,24,Replacement,Size/Fit Issue,Mobile App,Requested,Not Applicable,0.0,150.62,Scheduled,2025-06-05,Pending,Unused,True,Requested
2309,16408,32822,2751,1632,323,2025-05-20,14,Replacement,Changed Mind,Website,Completed,Not Applicable,0.0,139.06,Completed,2025-05-21,Failed,Damaged,True,Completed
2310,16439,32882,8873,431,88,2025-05-27,16,Refund,Quality Issue,Mobile App,Picked Up,Processing,248388.77,89.17,Completed,2025-05-30,Passed,Used,False,Not Applicable
2311,16459,32920,4859,453,93,2025-05-14,1,Refund,Changed Mind,Website,Picked Up,Pending,19920.96,175.29,Completed,2025-05-16,Passed,Damaged,False,Not Applicable
2312,16465,32930,746,292,58,2025-06-01,22,Replacement,Quality Issue,Mobile App,Completed,Not Applicable,0.0,90.79,Completed,2025-06-03,Passed,Opened,True,Requested
2313,16472,32944,2967,2185,428,2025-06-09,29,Refund,Product Not As Expected,Website,Completed,Completed,18409.47,123.53,Completed,2025-06-12,Passed,Damaged,False,Not Applicable
2314,16477,32954,5283,1996,388,2025-06-09,26,Refund,Product Not As Expected,Mobile App,Requested,Pending,13363.41,46.05,Scheduled,2025-06-11,Pending,Unused,False,Not Applicable
2315,16494,32986,1406,1226,243,2025-06-08,27,Refund,Product Not As Expected,Website,Completed,Pending,1960.01,38.98,Completed,2025-06-11,Pending,Unused,False,Not Applicable
2316,16496,32990,1790,469,96,2025-06-12,25,Exchange,Product Not As Expected,Mobile App,Approved,Not Applicable,0.0,66.99,Scheduled,2025-06-14,Pending,Damaged,True,Cancelled
2317,16500,33001,2311,1603,318,2025-06-08,26,Replacement,Changed Mind,Website,Approved,Not Applicable,0.0,118.14,Scheduled,2025-06-11,Pending,Opened,True,Completed
2318,16506,33017,3218,1717,337,2025-05-22,5,Refund,Late Delivery,Website,Approved,Processing,4652.09,86.94,Pending,,Pending,Unused,False,Not Applicable
2319,16507,33019,4426,1410,281,2025-05-26,10,Refund,Damaged Product,Website,Approved,Pending,99719.02,138.07,Scheduled,2025-05-28,Pending,Damaged,False,Not Applicable
2320,16515,33035,2110,1456,289,2025-05-23,6,Refund,Product Not As Expected,Website,Picked Up,Pending,68457.65,51.49,Scheduled,2025-05-26,Pending,Unused,False,Not Applicable
2321,16515,33036,2110,2053,403,2025-06-11,25,Refund,Changed Mind,Website,Completed,Completed,1075.11,34.81,Completed,2025-06-12,Passed,Used,False,Not Applicable
2322,16518,33043,4659,1223,243,2025-06-05,18,Replacement,Product Not As Expected,Mobile App,Picked Up,Not Applicable,0.0,53.76,Scheduled,2025-06-06,Pending,Opened,True,Processing
2323,16519,33045,5471,2157,423,2025-05-24,8,Refund,Quality Issue,Mobile App,Completed,Completed,2132.91,93.33,Completed,2025-05-26,Passed,Used,False,Not Applicable
2324,16527,33065,184,2277,447,2025-05-24,14,Replacement,Wrong Product,Website,Approved,Not Applicable,0.0,70.72,Scheduled,2025-05-27,Pending,Opened,True,Processing
2325,16529,33069,1135,648,131,2025-05-27,12,Exchange,Late Delivery,Website,Pickup Scheduled,Not Applicable,0.0,33.14,Scheduled,2025-05-30,Pending,Opened,True,Processing
2326,16532,33075,2337,352,69,2025-05-31,14,Refund,Changed Mind,Website,Requested,Pending,9710.4,75.07,Scheduled,2025-06-02,Pending,Used,False,Not Applicable
2327,16535,33082,2928,412,83,2025-05-24,8,Replacement,Product Not As Expected,Customer Support,Pickup Scheduled,Not Applicable,0.0,74.77,Completed,2025-05-25,Pending,Unused,True,Processing
2328,16550,33102,521,1105,222,2025-06-15,28,Refund,Product Not As Expected,Mobile App,Completed,Processing,5833.7,82.5,Completed,2025-06-16,Passed,Damaged,False,Not Applicable
2329,16551,33105,904,1090,218,2025-05-22,5,Refund,Damaged Product,Mobile App,Approved,Processing,15440.35,103.29,Pending,,Pending,Unused,False,Not Applicable
2330,16557,33119,3126,1052,211,2025-06-11,24,Replacement,Changed Mind,Website,Approved,Not Applicable,0.0,92.11,Scheduled,2025-06-12,Pending,Opened,True,Completed
2331,16558,33122,4016,1031,207,2025-05-23,3,Replacement,Late Delivery,Mobile App,Completed,Not Applicable,0.0,110.64,Completed,2025-05-26,Pending,Unused,True,Requested
2332,16559,33125,5173,1112,223,2025-05-21,8,Refund,Late Delivery,Website,Approved,Processing,3574.4,73.72,Scheduled,2025-05-22,Pending,Unused,False,Not Applicable
2333,16573,33150,1106,985,197,2025-05-26,13,Refund,Late Delivery,Mobile App,Completed,Completed,150.17,48.17,Completed,2025-05-27,Passed,Opened,False,Not Applicable
2334,16573,33151,1106,2446,479,2025-06-09,27,Exchange,Quality Issue,Website,Requested,Not Applicable,0.0,49.0,Scheduled,2025-06-10,Pending,Damaged,True,Processing
2335,16575,33154,1983,407,82,2025-06-10,23,Replacement,Quality Issue,Customer Support,Pickup Scheduled,Not Applicable,0.0,164.6,Completed,2025-06-13,Passed,Used,True,Cancelled
2336,16583,33167,5107,381,75,2025-06-17,30,Exchange,Product Not As Expected,Mobile App,Requested,Not Applicable,0.0,106.59,Scheduled,2025-06-19,Pending,Opened,True,Cancelled
2337,16595,33191,1770,636,128,2025-06-01,11,Refund,Changed Mind,Mobile App,Picked Up,Processing,722.32,35.36,Completed,2025-06-02,Pending,Unused,False,Not Applicable
2338,16602,33209,3948,584,118,2025-06-05,13,Exchange,Product Not As Expected,Customer Support,Completed,Not Applicable,0.0,125.0,Completed,2025-06-06,Pending,Used,True,Completed
2339,16603,33211,4796,1403,279,2025-05-19,1,Refund,Quality Issue,Mobile App,Pickup Scheduled,Pending,2014.89,140.31,Scheduled,2025-05-20,Pending,Opened,False,Not Applicable
