inventory_id,product_id,stock_quantity,reorder_level,last_restock_date
1760,1760,104,10,2026-07-12
1761,1761,127,15,2026-07-25
1762,1762,74,10,2026-06-27
1763,1763,9,15,2026-05-06
1764,1764,73,10,2026-07-24
1765,1765,100,10,2026-07-16
1766,1766,189,20,2026-07-06
1767,1767,198,20,2026-04-25
1768,1768,184,20,2026-05-31
1769,1769,46,15,2026-07-01
1770,1770,243,10,2026-06-12
1771,1771,279,20,2026-06-30
1772,1772,4,15,2026-03-04
1773,1773,270,25,2026-07-21
1774,1774,52,10,2026-05-25
1775,1775,110,10,2026-07-04
1776,1776,157,10,2026-07-07
1777,1777,55,10,2026-03-15
1778,1778,174,25,2026-07-13
1779,1779,72,25,2026-07-13
1780,1780,47,10,2026-02-04
1781,1781,43,10,2026-06-14
1782,1782,10,15,2026-07-23
1783,1783,118,10,2026-07-04
1784,1784,136,10,2026-07-20
1785,1785,125,15,2026-04-10
1786,1786,344,20,2026-06-27
1787,1787,166,25,2026-06-29
1788,1788,343,10,2026-07-16
1789,1789,357,20,2026-07-19
1790,1790,0,10,2026-07-13
1791,1791,36,15,2026-02-23
1792,1792,78,10,2026-07-05
1793,1793,63,10,2026-05-06
1794,1794,83,20,2026-05-30
1795,1795,99,20,2026-06-26
1796,1796,109,15,2026-07-24
1797,1797,40,10,2026-06-07
1798,1798,28,20,2026-06-12
1799,1799,72,30,2026-07-14
1800,1800,2,15,2026-05-30
1801,1801,42,10,2026-07-25
1802,1802,8,15,2026-05-02
1803,1803,14,10,2026-06-26
1804,1804,8,15,2026-07-08
1805,1805,101,30,2026-06-29
1806,1806,30,10,2026-07-22
1807,1807,25,15,2026-07-23
1808,1808,11,20,2026-07-14
1809,1809,101,10,2026-06-12
1810,1810,16,20,2026-05-15
1811,1811,46,15,2026-07-24
1812,1812,32,20,2026-04-27
1813,1813,81,10,2026-07-25
1814,1814,106,20,2026-06-21
1815,1815,44,20,2026-06-15
1816,1816,31,15,2026-07-15
1817,1817,137,15,2026-03-07
1818,1818,101,10,2026-07-15
1819,1819,245,20,2026-07-19
1820,1820,73,20,2026-07-06
1821,1821,74,25,2026-07-01
1822,1822,92,20,2026-04-27
1823,1823,127,10,2026-07-15
1824,1824,238,20,2026-01-28
1825,1825,3,15,2026-06-05
1826,1826,143,10,2026-06-26
1827,1827,117,15,2026-05-24
1828,1828,23,10,2026-04-29
1829,1829,4,20,2026-05-17
1830,1830,3,15,2026-07-21
1831,1831,428,10,2026-02-09
1832,1832,327,20,2026-07-17
1833,1833,489,10,2026-05-30
1834,1834,247,20,2026-07-02
1835,1835,51,10,2026-06-26
1836,1836,51,20,2026-06-11
1837,1837,68,15,2026-07-05
1838,1838,0,25,2026-07-19
1839,1839,3,25,2026-07-20
1840,1840,46,10,2026-07-02
1841,1841,26,20,2026-07-20
1842,1842,43,10,2026-07-05
1843,1843,135,20,2026-07-14
1844,1844,46,15,2026-07-06
1845,1845,122,10,2026-02-24
1846,1846,0,15,2026-05-08
1847,1847,63,15,2026-07-02
1848,1848,73,15,2026-07-13
1849,1849,138,10,2026-07-10
1850,1850,63,10,2026-05-10
1851,1851,140,15,2026-07-13
1852,1852,110,15,2026-07-07
1853,1853,1,30,2026-06-26
1854,1854,64,20,2026-03-13
1855,1855,87,15,2026-07-24
1856,1856,143,15,2026-07-10
1857,1857,6,15,2026-05-12
1858,1858,43,10,2026-07-04
1859,1859,4,15,2026-04-06
1860,1860,0,20,2026-04-28
1861,1861,461,15,2026-02-19
1862,1862,316,10,2026-07-03
1863,1863,372,20,2026-07-16
1864,1864,485,25,2026-06-20
1865,1865,10,20,2026-07-21
1866,1866,207,25,2026-07-16
1867,1867,0,10,2026-07-22
1868,1868,7,15,2026-05-10
1869,1869,65,15,2026-06-13
1870,1870,148,25,2026-06-29
1871,1871,71,10,2026-07-01
1872,1872,124,15,2026-04-13
1873,1873,62,10,2026-07-22
1874,1874,107,10,2026-07-10
1875,1875,45,10,2026-07-25
1876,1876,30,10,2026-07-25
1877,1877,88,25,2026-07-15
1878,1878,48,15,2026-06-05
1879,1879,51,20,2026-07-24
1880,1880,47,20,2026-06-28
1881,1881,97,20,2026-04-23
1882,1882,72,10,2026-05-04
1883,1883,62,15,2026-05-26
1884,1884,94,10,2026-03-16
1885,1885,0,15,2026-06-30
1886,1886,96,15,2026-05-31
1887,1887,40,10,2026-02-25
1888,1888,45,20,2026-07-19
1889,1889,149,10,2026-07-23
1890,1890,139,10,2026-07-22
1891,1891,158,10,2026-07-01
1892,1892,42,10,2026-04-23
1893,1893,103,25,2026-06-11
1894,1894,95,15,2026-06-18
1895,1895,78,15,2026-06-30
1896,1896,38,25,2026-05-18
1897,1897,6,15,2026-05-09
1898,1898,93,15,2026-06-28
1899,1899,39,10,2026-07-23
1900,1900,6,20,2026-04-12
1901,1901,26,25,2026-02-12
1902,1902,199,10,2026-06-28
1903,1903,256,10,2026-07-04
1904,1904,104,15,2026-06-11
1905,1905,1,15,2026-07-21
1906,1906,191,20,2026-07-11
1907,1907,5,10,2026-05-05
1908,1908,57,15,2026-07-03
1909,1909,10,15,2026-05-25
1910,1910,292,10,2026-06-16
1911,1911,207,20,2026-03-29
1912,1912,126,25,2026-05-02
1913,1913,300,10,2026-04-28
1914,1914,22,15,2026-07-04
1915,1915,64,20,2026-07-09
1916,1916,56,20,2026-06-28
1917,1917,32,10,2026-05-19
1918,1918,26,20,2026-05-27
1919,1919,162,10,2026-06-07
1920,1920,68,10,2026-05-09
1921,1921,107,20,2026-07-04
1922,1922,119,10,2026-03-03
1923,1923,31,25,2026-07-10
1924,1924,16,10,2026-07-15
1925,1925,29,15,2026-07-24
1926,1926,7,15,2026-06-14
1927,1927,292,20,2026-01-31
1928,1928,498,15,2026-06-01
1929,1929,434,15,2026-07-22
1930,1930,8,15,2026-03-29
1931,1931,0,15,2026-07-17
1932,1932,22,20,2026-07-10
1933,1933,99,15,2026-07-22
1934,1934,101,25,2026-06-14
1935,1935,99,10,2026-07-08
1936,1936,92,15,2026-07-07
1937,1937,129,20,2026-07-01
1938,1938,109,25,2026-07-06
1939,1939,25,15,2026-06-18
1940,1940,10,10,2026-07-08
1941,1941,485,10,2026-02-21
1942,1942,378,10,2026-02-01
1943,1943,0,10,2026-02-19
1944,1944,250,20,2026-07-07
1945,1945,260,15,2026-03-12
1946,1946,150,10,2026-06-29
1947,1947,1,10,2026-06-29
1948,1948,54,15,2026-07-14
1949,1949,128,10,2026-07-13
1950,1950,61,15,2026-07-17
1951,1951,98,10,2026-07-05
1952,1952,91,20,2026-07-14
1953,1953,92,20,2026-05-30
1954,1954,50,30,2026-07-25
1955,1955,41,10,2026-07-22
1956,1956,62,10,2026-06-02
1957,1957,109,10,2026-06-11
1958,1958,45,15,2026-03-09
1959,1959,51,10,2026-06-06
1960,1960,145,10,2026-07-07
1961,1961,89,15,2026-06-15
1962,1962,119,10,2026-05-13
1963,1963,156,15,2026-05-31
1964,1964,52,10,2026-05-11
1965,1965,52,10,2026-07-17
1966,1966,6,20,2026-07-06
1967,1967,137,10,2026-02-26
1968,1968,45,30,2026-07-03
1969,1969,114,10,2026-06-20
1970,1970,62,20,2026-05-16
1971,1971,4,25,2026-07-24
1972,1972,5,15,2026-06-28
1973,1973,0,25,2026-04-27
1974,1974,71,15,2026-05-13
1975,1975,99,10,2026-07-19
1976,1976,105,10,2026-07-08
1977,1977,41,30,2026-04-28
1978,1978,77,20,2026-07-11
1979,1979,96,25,2026-04-29
1980,1980,19,15,2026-07-14
1981,1981,64,15,2026-07-22
1982,1982,36,20,2026-05-02
1983,1983,5,15,2026-07-25
1984,1984,77,15,2026-02-03
1985,1985,9,25,2026-05-02
1986,1986,50,10,2026-07-16
1987,1987,5,10,2026-05-31
1988,1988,45,15,2026-07-09
1989,1989,59,15,2026-04-26
1990,1990,84,10,2026-07-16
1991,1991,66,15,2026-07-11
1992,1992,76,10,2026-07-12
1993,1993,0,25,2026-06-18
1994,1994,25,10,2026-07-15
1995,1995,40,20,2026-01-31
1996,1996,35,15,2026-06-30
1997,1997,52,10,2026-04-30
1998,1998,119,10,2026-04-24
1999,1999,6,15,2026-06-10
2000,2000,6,15,2026-07-25
2001,2001,42,10,2026-07-12
2002,2002,24,20,2026-07-17
2003,2003,38,30,2026-06-29
2004,2004,65,20,2026-05-12
2005,2005,83,10,2026-02-10
2006,2006,29,10,2026-07-24
2007,2007,34,25,2026-07-06
2008,2008,120,10,2026-07-16
2009,2009,79,10,2026-07-24
2010,2010,33,10,2026-07-17
2011,2011,127,10,2026-06-14
2012,2012,1,20,2026-07-16
2013,2013,45,15,2026-07-10
2014,2014,97,10,2026-05-13
2015,2015,21,10,2026-06-02
2016,2016,80,15,2026-07-05
2017,2017,79,15,2026-06-17
2018,2018,82,10,2026-06-26
2019,2019,29,10,2026-07-22
2020,2020,9,15,2026-07-10
2021,2021,30,15,2026-07-21
2022,2022,75,20,2026-05-08
2023,2023,76,30,2026-05-28
2024,2024,20,25,2026-07-12
2025,2025,357,20,2026-07-17
2026,2026,166,10,2026-04-19
2027,2027,455,10,2026-05-25
2028,2028,151,30,2026-07-01
2029,2029,163,20,2026-07-17
2030,2030,20,10,2026-07-03
2031,2031,0,25,2026-07-09
2032,2032,154,10,2026-06-07
2033,2033,161,10,2026-07-08
2034,2034,25,15,2026-03-22
2035,2035,54,25,2026-07-18
2036,2036,46,15,2026-07-14
2037,2037,67,10,2026-02-15
2038,2038,37,15,2026-06-05
2039,2039,6,20,2026-07-17
2040,2040,7,15,2026-02-11
2041,2041,7,25,2026-07-05
2042,2042,161,10,2026-07-15
2043,2043,168,15,2026-05-31
2044,2044,79,20,2026-07-21
2045,2045,43,15,2026-06-29
2046,2046,44,15,2026-04-03
2047,2047,22,10,2026-05-04
2048,2048,175,10,2026-07-12
2049,2049,123,10,2026-07-02
2050,2050,23,15,2026-07-25
2051,2051,1,20,2026-06-23
2052,2052,2,10,2026-02-09
2053,2053,0,30,2026-04-13
2054,2054,101,25,2026-07-21
2055,2055,159,25,2026-06-06
2056,2056,59,10,2026-07-17
2057,2057,51,10,2026-07-08
2058,2058,70,25,2026-07-25
2059,2059,8,10,2026-07-14
2060,2060,72,25,2026-05-13
2061,2061,43,15,2026-03-29
2062,2062,5,15,2026-06-18
2063,2063,36,25,2026-06-14
2064,2064,100,15,2026-06-16
2065,2065,97,10,2026-06-03
2066,2066,44,25,2026-04-27
2067,2067,101,20,2026-05-01
2068,2068,29,20,2026-07-21
2069,2069,142,20,2026-07-12
2070,2070,91,10,2026-07-21
2071,2071,118,15,2026-07-10
2072,2072,125,15,2026-06-17
2073,2073,82,15,2026-07-08
2074,2074,93,15,2026-07-23
2075,2075,78,15,2026-05-05
2076,2076,114,10,2026-07-19
2077,2077,27,15,2026-07-21
2078,2078,32,25,2026-06-28
2079,2079,129,10,2026-06-29
2080,2080,149,25,2026-07-19
2081,2081,32,20,2026-07-03
2082,2082,73,20,2026-05-29
2083,2083,114,10,2026-07-10
2084,2084,30,10,2026-07-23
2085,2085,11,15,2026-06-16
2086,2086,70,20,2026-05-12
2087,2087,70,15,2026-06-30
2088,2088,11,10,2026-06-27
2089,2089,169,20,2026-07-25
2090,2090,123,20,2026-05-21
2091,2091,81,25,2026-07-03
2092,2092,55,10,2026-07-13
2093,2093,47,20,2026-07-24
2094,2094,62,20,2026-02-08
2095,2095,454,15,2026-07-05
2096,2096,294,10,2026-05-15
2097,2097,238,10,2026-07-06
2098,2098,271,10,2026-07-08
2099,2099,4,15,2026-06-06
2100,2100,203,15,2026-07-17
2101,2101,10,15,2026-06-30
2102,2102,124,10,2026-04-25
2103,2103,87,30,2026-07-15
2104,2104,200,15,2026-07-04
2105,2105,7,25,2026-07-09
2106,2106,53,10,2026-05-26
2107,2107,24,10,2026-07-11
2108,2108,2,30,2026-07-19
2109,2109,56,20,2026-07-09
2110,2110,175,20,2026-03-14
2111,2111,53,10,2026-06-28
2112,2112,30,25,2026-06-01
2113,2113,176,15,2026-02-13
2114,2114,147,10,2026-07-01
2115,2115,160,25,2026-04-29
2116,2116,2,15,2026-07-16
2117,2117,91,15,2026-07-23
2118,2118,137,10,2026-07-17
2119,2119,133,20,2026-07-22
2120,2120,144,10,2026-05-31
2121,2121,173,25,2026-07-14
2122,2122,174,30,2026-07-04
2123,2123,130,10,2026-05-13
2124,2124,1,20,2026-06-29
2125,2125,54,25,2026-07-20
2126,2126,33,10,2026-05-14
2127,2127,8,15,2026-06-29
2128,2128,36,10,2026-06-26
2129,2129,125,10,2026-07-15
2130,2130,169,15,2026-05-26
2131,2131,8,10,2026-07-10
2132,2132,4,10,2026-07-06
2133,2133,12,25,2026-07-12
2134,2134,32,10,2026-05-08
2135,2135,39,10,2026-07-21
2136,2136,7,10,2026-05-28
2137,2137,77,10,2026-06-14
2138,2138,21,25,2026-07-01
2139,2139,35,10,2026-07-10
2140,2140,110,10,2026-06-03
2141,2141,83,15,2026-06-30
2142,2142,35,10,2026-05-17
2143,2143,6,10,2026-04-27
2144,2144,6,10,2026-03-05
2145,2145,20,30,2026-04-10
2146,2146,44,10,2026-06-13
2147,2147,89,20,2026-06-12
2148,2148,44,30,2026-07-25
2149,2149,66,10,2026-05-24
2150,2150,35,20,2026-05-27
2151,2151,65,15,2026-07-09
2152,2152,62,10,2026-07-12
2153,2153,123,15,2026-06-28
2154,2154,263,15,2026-04-27
2155,2155,90,30,2026-06-19
2156,2156,1,15,2026-07-10
2157,2157,91,15,2026-06-30
2158,2158,5,25,2026-07-01
2159,2159,235,10,2026-06-18
2160,2160,138,15,2026-05-11
2161,2161,121,10,2026-07-18
2162,2162,88,25,2026-06-29
2163,2163,126,20,2026-06-26
2164,2164,23,10,2026-05-03
2165,2165,173,10,2026-07-07
2166,2166,81,15,2026-07-06
2167,2167,33,20,2026-07-21
2168,2168,54,30,2026-06-27
2169,2169,25,15,2026-06-30
2170,2170,2,15,2026-05-03
2171,2171,38,20,2026-07-15
2172,2172,16,10,2026-07-01
2173,2173,8,15,2026-07-23
2174,2174,8,20,2026-07-11
2175,2175,124,15,2026-06-27
2176,2176,49,15,2026-07-01
2177,2177,73,20,2026-06-08
2178,2178,3,15,2026-05-19
2179,2179,39,15,2026-07-22
2180,2180,5,25,2026-07-10
2181,2181,141,20,2026-07-10
2182,2182,77,10,2026-04-17
2183,2183,63,15,2026-06-26
2184,2184,30,10,2026-07-20
2185,2185,90,15,2026-07-15
2186,2186,71,30,2026-07-25
2187,2187,104,10,2026-07-06
2188,2188,0,10,2026-07-21
2189,2189,56,10,2026-07-15
2190,2190,2,20,2026-03-23
2191,2191,30,30,2026-07-08
2192,2192,64,20,2026-07-09
2193,2193,29,10,2026-06-28
2194,2194,40,30,2026-06-30
2195,2195,199,10,2026-07-02
2196,2196,268,15,2026-05-04
2197,2197,95,15,2026-07-07
2198,2198,72,15,2026-05-24
2199,2199,249,10,2026-05-15
2200,2200,220,15,2026-06-30
2201,2201,67,15,2026-07-04
2202,2202,57,20,2026-07-15
2203,2203,104,10,2026-07-15
2204,2204,36,15,2026-05-23
2205,2205,163,10,2026-04-30
2206,2206,39,15,2026-05-13
2207,2207,101,20,2026-07-24
2208,2208,147,10,2026-07-22
2209,2209,3,15,2026-07-18
2210,2210,41,10,2026-05-20
2211,2211,64,10,2026-05-31
2212,2212,9,25,2026-07-05
2213,2213,0,15,2026-05-30
2214,2214,40,10,2026-07-23
2215,2215,45,15,2026-07-16
2216,2216,131,15,2026-04-28
2217,2217,6,25,2026-07-18
2218,2218,1,10,2026-01-28
2219,2219,72,10,2026-06-27
2220,2220,152,30,2026-04-20
2221,2221,26,10,2026-04-17
2222,2222,191,15,2026-06-08
2223,2223,110,15,2026-07-15
2224,2224,251,15,2026-05-23
2225,2225,284,20,2026-03-16
2226,2226,287,10,2026-07-16
2227,2227,220,15,2026-05-14
2228,2228,31,20,2026-07-10
2229,2229,1,20,2026-07-13
2230,2230,18,10,2026-05-08
2231,2231,45,20,2026-07-11
2232,2232,69,10,2026-06-26
2233,2233,62,25,2026-07-01
2234,2234,13,10,2026-07-16
2235,2235,78,15,2026-06-27
2236,2236,2,10,2026-06-14
2237,2237,65,20,2026-07-17
2238,2238,9,10,2026-07-21
2239,2239,80,15,2026-07-17
2240,2240,31,15,2026-05-29
2241,2241,49,15,2026-07-09
2242,2242,91,15,2026-05-15
2243,2243,19,10,2026-07-24
2244,2244,35,10,2026-07-18
2245,2245,56,15,2026-07-02
2246,2246,39,15,2026-07-19
2247,2247,93,20,2026-07-25
2248,2248,9,25,2026-05-09
2249,2249,81,10,2026-06-15
2250,2250,63,10,2026-07-10
2251,2251,7,10,2026-07-23
2252,2252,6,15,2026-02-11
2253,2253,0,25,2026-07-24
2254,2254,77,20,2026-07-18
2255,2255,26,20,2026-06-19
2256,2256,47,15,2026-05-22
2257,2257,87,10,2026-06-29
2258,2258,115,10,2026-07-04
2259,2259,140,20,2026-07-17
2260,2260,472,15,2026-07-12
2261,2261,437,30,2026-07-25
2262,2262,479,20,2026-07-19
2263,2263,199,25,2026-07-22
2264,2264,420,20,2026-05-28
2265,2265,369,10,2026-03-13
2266,2266,300,15,2026-03-22
2267,2267,121,15,2026-05-03
2268,2268,321,20,2026-06-30
2269,2269,247,10,2026-06-26
2270,2270,69,20,2026-07-16
2271,2271,95,10,2026-07-23
2272,2272,11,15,2026-06-29
2273,2273,16,15,2026-07-14
2274,2274,10,10,2026-06-27
2275,2275,119,15,2026-02-14
2276,2276,37,20,2026-07-02
2277,2277,164,25,2026-07-24
2278,2278,105,10,2026-06-01
2279,2279,40,25,2026-02-09
2280,2280,159,15,2026-05-05
2281,2281,107,20,2026-07-12
2282,2282,58,10,2026-06-26
2283,2283,89,10,2026-05-03
2284,2284,37,15,2026-05-24
2285,2285,111,15,2026-07-11
2286,2286,72,15,2026-04-23
2287,2287,73,10,2026-06-26
2288,2288,51,15,2026-07-06
2289,2289,389,25,2026-06-28
2290,2290,306,20,2026-07-01
2291,2291,335,20,2026-07-17
2292,2292,432,10,2026-06-29
2293,2293,346,20,2026-06-18
2294,2294,445,15,2026-05-12
2295,2295,173,15,2026-04-09
2296,2296,445,15,2026-07-05
2297,2297,103,20,2026-06-13
2298,2298,1,10,2026-05-23
2299,2299,4,10,2026-07-09
2300,2300,32,25,2026-07-10
2301,2301,129,10,2026-06-09
2302,2302,112,15,2026-06-18
2303,2303,106,10,2026-07-02
2304,2304,26,15,2026-06-13
2305,2305,42,10,2026-07-07
2306,2306,90,10,2026-06-30
2307,2307,7,20,2026-07-16
2308,2308,77,15,2026-07-24
2309,2309,183,15,2026-06-26
2310,2310,50,15,2026-06-08
2311,2311,0,10,2026-06-28
2312,2312,104,25,2026-07-09
2313,2313,3,15,2026-06-04
2314,2314,55,10,2026-06-06
2315,2315,37,25,2026-06-01
2316,2316,175,20,2026-06-26
2317,2317,154,10,2026-05-19
2318,2318,104,15,2026-06-21
2319,2319,3,10,2026-05-25
2320,2320,136,10,2026-07-01
2321,2321,75,10,2026-05-10
2322,2322,122,25,2026-07-17
2323,2323,2,15,2026-07-05
2324,2324,129,10,2026-06-01
2325,2325,10,15,2026-07-10
2326,2326,186,10,2026-05-29
2327,2327,138,10,2026-07-04
2328,2328,1,20,2026-06-02
2329,2329,165,15,2026-07-20
2330,2330,155,15,2026-05-20
2331,2331,148,15,2026-05-21
2332,2332,37,15,2026-05-01
2333,2333,2,10,2026-07-22
2334,2334,4,10,2026-07-25
2335,2335,47,25,2026-07-03
2336,2336,30,30,2026-07-07
2337,2337,76,25,2026-07-13
2338,2338,79,20,2026-07-10
2339,2339,234,20,2026-07-12
2340,2340,271,25,2026-07-19
2341,2341,475,10,2026-04-28
2342,2342,220,15,2026-05-20
2343,2343,459,20,2026-06-03
2344,2344,313,15,2026-06-20
2345,2345,285,25,2026-07-24
2346,2346,8,15,2026-05-29
2347,2347,156,10,2026-07-01
2348,2348,30,15,2026-05-13
2349,2349,7,15,2026-07-01
2350,2350,21,15,2026-07-21
2351,2351,2,25,2026-03-10
2352,2352,48,15,2026-07-18
2353,2353,1,10,2026-04-30
2354,2354,93,15,2026-04-25
2355,2355,56,20,2026-07-21
2356,2356,61,10,2026-07-05
2357,2357,62,10,2026-07-04
2358,2358,2,10,2026-03-31
2359,2359,476,20,2026-05-02
2360,2360,465,10,2026-07-08
2361,2361,434,10,2026-06-05
2362,2362,357,10,2026-07-12
2363,2363,418,15,2026-06-26
2364,2364,9,10,2026-06-12
2365,2365,3,10,2026-07-11
2366,2366,63,30,2026-06-29
2367,2367,5,15,2026-07-23
2368,2368,10,15,2026-07-13
2369,2369,10,10,2026-07-04
2370,2370,11,20,2026-07-01
2371,2371,26,25,2026-06-04
2372,2372,87,20,2026-07-01
2373,2373,0,20,2026-05-01
2374,2374,34,20,2026-07-02
2375,2375,93,25,2026-02-26
2376,2376,86,10,2026-07-02
2377,2377,80,10,2026-06-30
2378,2378,90,10,2026-07-08
2379,2379,166,15,2026-06-02
2380,2380,84,20,2026-05-18
2381,2381,0,10,2026-05-03
2382,2382,65,15,2026-07-25
2383,2383,111,15,2026-06-12
2384,2384,168,25,2026-07-06
2385,2385,36,15,2026-06-30
2386,2386,146,10,2026-06-16
2387,2387,32,10,2026-06-14
2388,2388,132,15,2026-07-03
2389,2389,86,30,2026-06-28
2390,2390,110,15,2026-07-18
2391,2391,39,15,2026-07-23
2392,2392,103,15,2026-05-13
2393,2393,129,25,2026-07-15
2394,2394,112,10,2026-07-05
2395,2395,95,15,2026-07-24
2396,2396,116,25,2026-07-06
2397,2397,200,15,2026-05-24
2398,2398,216,25,2026-07-07
2399,2399,3,15,2026-04-16
2400,2400,154,15,2026-02-05
2401,2401,254,15,2026-06-27
2402,2402,66,15,2026-05-23
2403,2403,88,10,2026-06-26
2404,2404,82,20,2026-03-28
2405,2405,49,20,2026-06-27
2406,2406,40,15,2026-06-26
2407,2407,143,15,2026-07-12
2408,2408,52,25,2026-06-26
2409,2409,164,20,2026-05-06
2410,2410,95,10,2026-07-09
2411,2411,162,15,2026-06-13
2412,2412,131,10,2026-07-17
2413,2413,197,25,2026-06-17
2414,2414,131,15,2026-06-21
2415,2415,9,25,2026-03-12
2416,2416,9,10,2026-07-15
2417,2417,139,10,2026-06-19
2418,2418,30,10,2026-02-28
2419,2419,135,20,2026-07-01
2420,2420,54,20,2026-05-19
2421,2421,150,10,2026-05-19
2422,2422,136,15,2026-07-09
2423,2423,60,25,2026-07-16
2424,2424,31,15,2026-05-19
2425,2425,143,15,2026-07-15
2426,2426,147,10,2026-05-09
2427,2427,118,10,2026-07-07
2428,2428,65,10,2026-07-22
2429,2429,87,15,2026-06-07
2430,2430,172,30,2026-04-27
2431,2431,182,10,2026-06-29
2432,2432,126,10,2026-02-16
2433,2433,139,10,2026-06-24
2434,2434,184,25,2026-07-02
2435,2435,52,20,2026-07-22
2436,2436,50,15,2026-07-17
2437,2437,3,30,2026-06-18
2438,2438,40,20,2026-07-23
2439,2439,149,10,2026-07-02
2440,2440,497,10,2026-04-29
2441,2441,321,10,2026-05-23
2442,2442,385,20,2026-06-23
2443,2443,421,10,2026-07-13
2444,2444,212,20,2026-07-21
2445,2445,28,20,2026-07-19
2446,2446,16,30,2026-05-09
2447,2447,60,10,2026-07-19
2448,2448,29,15,2026-07-13
2449,2449,80,15,2026-07-04
2450,2450,96,20,2026-05-14
2451,2451,120,15,2026-07-16
2452,2452,2,30,2026-05-08
2453,2453,328,10,2026-06-18
2454,2454,263,20,2026-07-13
2455,2455,496,25,2026-05-01
2456,2456,310,20,2026-07-17
2457,2457,120,15,2026-07-15
2458,2458,60,15,2026-05-29
2459,2459,26,10,2026-06-04
2460,2460,25,10,2026-07-07
2461,2461,88,10,2026-05-17
2462,2462,36,15,2026-07-02
2463,2463,0,15,2026-06-04
2464,2464,118,20,2026-07-24
2465,2465,66,15,2026-02-17
2466,2466,111,10,2026-04-28
2467,2467,72,10,2026-06-25
2468,2468,1,20,2026-07-09
2469,2469,82,10,2026-07-25
2470,2470,118,20,2026-07-02
2471,2471,7,20,2026-07-02
2472,2472,135,10,2026-07-02
2473,2473,118,15,2026-06-29
2474,2474,142,10,2026-05-06
2475,2475,131,15,2026-07-15
2476,2476,120,10,2026-07-19
2477,2477,10,15,2026-07-23
2478,2478,77,15,2026-06-26
2479,2479,89,10,2026-07-10
2480,2480,67,20,2026-05-28
2481,2481,23,15,2026-07-14
2482,2482,33,15,2026-06-30
2483,2483,30,10,2026-06-28
2484,2484,95,10,2026-07-06
2485,2485,159,10,2026-07-12
2486,2486,212,20,2026-07-03
2487,2487,248,25,2026-07-19
2488,2488,290,15,2026-07-05
2489,2489,276,20,2026-06-28
2490,2490,81,25,2026-07-23
2491,2491,6,10,2026-06-15
2492,2492,19,10,2026-07-20
2493,2493,92,15,2026-05-21
2494,2494,26,10,2026-07-16
2495,2495,137,20,2026-07-06
2496,2496,97,20,2026-07-09
2497,2497,127,15,2026-05-23
2498,2498,85,15,2026-04-09
2499,2499,141,10,2026-07-21
2500,2500,21,10,2026-07-03
2501,2501,8,10,2026-07-11
2502,2502,37,15,2026-07-18
2503,2503,23,25,2026-06-29
2504,2504,129,15,2026-07-06
2505,2505,85,15,2026-06-13
2506,2506,3,10,2026-07-20
2507,2507,46,10,2026-07-05
2508,2508,104,15,2026-05-18
2509,2509,113,20,2026-04-28
2510,2510,31,10,2026-07-19
2511,2511,10,10,2026-06-28
2512,2512,0,10,2026-04-09
2513,2513,66,15,2026-07-16
2514,2514,25,10,2026-07-01
2515,2515,70,15,2026-06-05
2516,2516,174,20,2026-02-04
2517,2517,56,20,2026-07-10
2518,2518,84,20,2026-07-12
2519,2519,65,10,2026-07-11
2520,2520,108,20,2026-07-08
2521,2521,63,15,2026-07-02
2522,2522,65,15,2026-07-25
2523,2523,99,10,2026-07-17
2524,2524,23,15,2026-07-17
2525,2525,121,10,2026-06-09
2526,2526,34,30,2026-05-01
2527,2527,140,30,2026-05-25
2528,2528,159,20,2026-07-25
2529,2529,96,10,2026-05-01
2530,2530,15,15,2026-06-22
2531,2531,95,10,2026-07-08
2532,2532,29,20,2026-06-04
2533,2533,45,25,2026-07-07
2534,2534,51,15,2026-03-06
2535,2535,90,20,2026-06-29
2536,2536,28,20,2026-07-11
2537,2537,10,10,2026-07-20
2538,2538,117,20,2026-07-17
2539,2539,25,10,2026-07-03
2540,2540,8,10,2026-04-03
2541,2541,195,10,2026-06-24
2542,2542,105,10,2026-07-23
2543,2543,226,10,2026-04-29
2544,2544,482,20,2026-07-24
2545,2545,246,10,2026-07-15
2546,2546,196,10,2026-07-16
2547,2547,325,10,2026-07-07
2548,2548,495,15,2026-07-05
2549,2549,187,10,2026-06-01
2550,2550,391,10,2026-06-03
2551,2551,449,20,2026-07-03
2552,2552,382,20,2026-06-20
