shipment_id,order_id,courier_partner,delivery_mode,shipment_date,estimated_delivery_date,actual_delivery_date,delivery_status,tracking_number,shipping_cost,shipping_distance_km,warehouse_location,delivery_city,delivery_attempts,delivery_rating,on_time_delivery,delay_reason
10462,10462,Ekart,Express,28-06-2024 00:00,01-07-2024,02-07-2024,Delivered,TRKTQLNSS3CXG85,106.9,162,Bengaluru Warehouse,Chennai,1,5,FALSE,
10463,10463,Ekart,Express,30-06-2024 08:00,03-07-2024,04-07-2024,Delivered,TRKK5PX4G0TEWJ3,242.79,1090,Pune Warehouse,Kolkata,1,4,FALSE,
10464,10464,Ekart,Same Day,28-06-2024 02:00,28-06-2024,28-06-2024,Delivered,TRKQX94FV8D2GH8,198.69,2424,Bengaluru Warehouse,Kolkata,1,4,TRUE,
10465,10465,Delhivery,Same Day,30-06-2024 03:00,30-06-2024,29-06-2024,Delivered,TRKTAKE9KC8DLUC,81.18,757,Bengaluru Warehouse,Kolkata,1,5,TRUE,
10466,10466,Blue Dart,Standard,28-06-2024 05:00,05-07-2024,05-07-2024,Delivered,TRK541B1YEHD736,96.93,1212,Chennai Warehouse,Ahmedabad,1,5,TRUE,
10467,10467,Ekart,Standard,28-06-2024 07:00,03-07-2024,,In Transit,TRKME109W90JTU1,55.16,765,Mumbai Warehouse,Hyderabad,0,,,
10468,10468,XpressBees,Express,30-06-2024 06:00,02-07-2024,02-07-2024,Delivered,TRKOP0XZPC74M6Z,222.23,437,Chennai Warehouse,Kolkata,1,5,TRUE,
10469,10469,DTDC,Standard,28-06-2024 01:00,03-07-2024,03-07-2024,Delivered,TRKVOK2P1TP9PK2,224.34,1218,Mumbai Warehouse,Kolkata,1,5,TRUE,
10470,10470,DTDC,Standard,28-06-2024 12:00,05-07-2024,06-07-2024,Delivered,TRKAPGOW2VJYPWR,74.41,1994,Pune Warehouse,Jaipur,1,5,FALSE,
10471,10471,Ecom Express,Standard,30-06-2024 07:00,06-07-2024,05-07-2024,Delivered,TRK6X1J7CIA9FLK,46.67,1263,Mumbai Warehouse,Pune,1,4,TRUE,
10472,10472,Ecom Express,Standard,29-06-2024 07:00,04-07-2024,05-07-2024,Delivered,TRKVO8A6Z9VWCX3,78.69,1039,Chennai Warehouse,Kolkata,1,3,FALSE,
10473,10473,Ecom Express,Express,29-06-2024 05:00,01-07-2024,,In Transit,TRK6MFRB9J0GP5A,136.36,2303,Ahmedabad Warehouse,Delhi,0,,,
10474,10474,Delhivery,Standard,01-07-2024 00:00,05-07-2024,04-07-2024,Delivered,TRKV1WC17IR9KH2,232.52,1187,Delhi Warehouse,Bengaluru,1,5,TRUE,
10475,10475,Blue Dart,Standard,30-06-2024 10:00,05-07-2024,05-07-2024,Delivered,TRKXUGDOLH4TAZ9,248.17,151,Bengaluru Warehouse,Hyderabad,2,5,TRUE,
10476,10476,DTDC,Standard,29-06-2024 07:00,04-07-2024,03-07-2024,Delivered,TRKRN5ARR4NIO2S,233.25,2089,Mumbai Warehouse,Lucknow,1,5,TRUE,
10477,10477,DTDC,Express,30-06-2024 00:00,02-07-2024,01-07-2024,Delivered,TRK858YKHXEJMMX,121.63,115,Chennai Warehouse,Ahmedabad,1,5,TRUE,
10478,10478,Blue Dart,Standard,01-07-2024 07:00,05-07-2024,05-07-2024,Delivered,TRKAYDK53YMQ2SH,94.75,1849,Delhi Warehouse,Hyderabad,1,5,TRUE,
10479,10479,Ecom Express,Express,30-06-2024 08:00,02-07-2024,01-07-2024,Delivered,TRK4P93IFFJGHIT,53.35,2058,Chennai Warehouse,Delhi,1,4,TRUE,
10480,10480,DTDC,Standard,01-07-2024 07:00,07-07-2024,08-07-2024,Delivered,TRKX6B2QO2HVQ4U,140.71,531,Pune Warehouse,Kolkata,1,5,FALSE,
10481,10481,DTDC,Standard,29-06-2024 00:00,05-07-2024,06-07-2024,Delivered,TRKW8RW3HPSIXJG,138.52,310,Mumbai Warehouse,Hyderabad,1,5,FALSE,
10482,10482,DTDC,Standard,29-06-2024 10:00,04-07-2024,06-07-2024,Returned,TRK9MOVR195V1JS,107.43,1357,Bengaluru Warehouse,Bengaluru,1,2,,
10483,10483,XpressBees,Standard,29-06-2024 07:00,05-07-2024,06-07-2024,Delivered,TRKEIL3CJLGGHFP,107.27,241,Ahmedabad Warehouse,Jaipur,1,5,FALSE,
10484,10484,Delhivery,Standard,01-07-2024 12:00,07-07-2024,07-07-2024,Delivered,TRKG6ZT9AFNPH5Y,211.78,930,Kolkata Warehouse,Kolkata,1,3,TRUE,
10485,10485,Delhivery,Standard,30-06-2024 07:00,06-07-2024,06-07-2024,Delivered,TRK14B6L2HBZA66,241.61,346,Mumbai Warehouse,Pune,1,4,TRUE,
10486,10486,Delhivery,Standard,29-06-2024 10:00,03-07-2024,03-07-2024,Delivered,TRKHBRU6DUAIBMK,129.06,2013,Hyderabad Warehouse,Chennai,1,4,TRUE,
10487,10487,Ecom Express,Standard,01-07-2024 07:00,06-07-2024,06-07-2024,Delivered,TRKYGU15QQAP9YC,97.68,2401,Mumbai Warehouse,Mumbai,1,4,TRUE,
10488,10488,Delhivery,Express,29-06-2024 01:00,01-07-2024,01-07-2024,Delivered,TRKIRQ65M0ROZY9,239.19,736,Kolkata Warehouse,Kolkata,1,3,TRUE,
10489,10489,Ekart,Standard,29-06-2024 09:00,05-07-2024,06-07-2024,Delivered,TRK5ZEJZZULBJW0,53.87,180,Ahmedabad Warehouse,Kolkata,1,5,FALSE,
10490,10490,Delhivery,Standard,29-06-2024 00:00,04-07-2024,04-07-2024,Delivered,TRK3H2PCNR4E16U,66.22,1853,Pune Warehouse,Lucknow,1,5,TRUE,
10491,10491,Delhivery,Standard,01-07-2024 06:00,06-07-2024,07-07-2024,Delivered,TRKBVIHCS6812L0,121.71,967,Chennai Warehouse,Delhi,1,4,FALSE,
10492,10492,Ekart,Standard,01-07-2024 12:00,08-07-2024,08-07-2024,Delivered,TRKAAD2FD5XSEGV,106.27,375,Bengaluru Warehouse,Kolkata,3,5,TRUE,
10493,10493,XpressBees,Standard,29-06-2024 08:00,04-07-2024,04-07-2024,Delivered,TRKY3QTTZ68OAYJ,40.07,141,Kolkata Warehouse,Pune,1,5,TRUE,
10494,10494,Delhivery,Standard,01-07-2024 02:00,08-07-2024,08-07-2024,Delivered,TRK9134ZMNDFXIG,136.25,1265,Bengaluru Warehouse,Bengaluru,1,5,TRUE,
10495,10495,Ekart,Standard,01-07-2024 00:00,05-07-2024,05-07-2024,Delivered,TRKBHV1XXI0ASJD,67.27,2395,Mumbai Warehouse,Hyderabad,1,5,TRUE,
10496,10496,Ekart,Standard,29-06-2024 01:00,05-07-2024,05-07-2024,Delivered,TRKGKCT3OU889FG,154.1,1537,Kolkata Warehouse,Chennai,1,5,TRUE,
10497,10497,DTDC,Next Day,30-06-2024 08:00,01-07-2024,01-07-2024,Delivered,TRKI3L7XIITHB4G,105.41,1595,Hyderabad Warehouse,Chennai,1,5,TRUE,
10498,10498,Ecom Express,Express,01-07-2024 03:00,03-07-2024,04-07-2024,Delivered,TRKPD4ZJ2MZFPWE,238.65,946,Mumbai Warehouse,Bengaluru,1,5,FALSE,
10499,10499,Delhivery,Standard,01-07-2024 10:00,06-07-2024,08-07-2024,Returned,TRK5VX5Y8KTBSY5,105.68,2195,Pune Warehouse,Delhi,3,2,,
10500,10500,XpressBees,Express,01-07-2024 06:00,03-07-2024,03-07-2024,Delivered,TRKLZLC6DE9V6B3,99.61,1398,Hyderabad Warehouse,Ahmedabad,1,2,TRUE,
10501,10501,Delhivery,Standard,01-07-2024 11:00,06-07-2024,06-07-2024,Delivered,TRKA1V4W0SBNBCS,90.76,2229,Mumbai Warehouse,Mumbai,1,5,TRUE,
10502,10502,DTDC,Express,30-06-2024 10:00,02-07-2024,01-07-2024,Delivered,TRKBQ8Z1PGJZRV3,166.48,396,Chennai Warehouse,Mumbai,1,5,TRUE,
10503,10503,Blue Dart,Standard,01-07-2024 11:00,06-07-2024,06-07-2024,Delivered,TRK0O6CB3X8YBU8,76.68,2396,Ahmedabad Warehouse,Jaipur,1,5,TRUE,
10504,10504,DTDC,Next Day,01-07-2024 05:00,02-07-2024,01-07-2024,Delivered,TRKXI4MUNFTLX6K,108.1,429,Chennai Warehouse,Delhi,1,5,TRUE,
10505,10505,Ekart,Express,30-06-2024 11:00,03-07-2024,03-07-2024,Delivered,TRK3PKQBMDA4CY4,94.9,70,Ahmedabad Warehouse,Bengaluru,1,5,TRUE,
10506,10506,DTDC,Standard,30-06-2024 07:00,05-07-2024,05-07-2024,Delivered,TRKFI5EMM2L4LKN,127.42,1589,Hyderabad Warehouse,Kolkata,1,5,TRUE,
10507,10507,Blue Dart,Standard,30-06-2024 02:00,07-07-2024,07-07-2024,Delivered,TRKO08P6YWNQV7P,233.43,1558,Bengaluru Warehouse,Hyderabad,1,5,TRUE,
10508,10508,Blue Dart,Standard,30-06-2024 12:00,05-07-2024,06-07-2024,Delivered,TRKXY1ZYVBDFRZ8,52.61,2481,Mumbai Warehouse,Bengaluru,1,5,FALSE,
10509,10509,Ekart,Next Day,01-07-2024 00:00,02-07-2024,01-07-2024,Delivered,TRK1HMOM59HRXEG,241.26,1345,Chennai Warehouse,Bengaluru,1,5,TRUE,
10510,10510,Ekart,Standard,02-07-2024 10:00,07-07-2024,06-07-2024,Delivered,TRK4M4ES9P6TXQ5,219.78,2500,Delhi Warehouse,Chennai,1,5,TRUE,
10511,10511,DTDC,Express,30-06-2024 09:00,03-07-2024,03-07-2024,Delivered,TRKZS4PB14JXOK7,145.87,1118,Mumbai Warehouse,Jaipur,1,3,TRUE,
10512,10512,Ecom Express,Same Day,30-06-2024 06:00,30-06-2024,29-06-2024,Delivered,TRK5I8LN6JYP00W,207.8,735,Ahmedabad Warehouse,Hyderabad,1,4,TRUE,
10513,10513,Delhivery,Standard,03-07-2024 03:00,10-07-2024,11-07-2024,Delivered,TRKXOHM9P5BFGF3,143.26,67,Ahmedabad Warehouse,Kolkata,1,3,FALSE,
10514,10514,DTDC,Standard,01-07-2024 08:00,06-07-2024,07-07-2024,Delivered,TRKF1Z88KCNSOFJ,43.26,1807,Bengaluru Warehouse,Ahmedabad,1,5,FALSE,
10515,10515,Ekart,Standard,02-07-2024 11:00,08-07-2024,07-07-2024,Delivered,TRKFEK7BO09LM9J,129.75,2005,Kolkata Warehouse,Bengaluru,1,5,TRUE,
10516,10516,Ekart,Standard,03-07-2024 01:00,08-07-2024,08-07-2024,Delivered,TRKQBIRM3Q48L0M,88.59,2443,Bengaluru Warehouse,Kolkata,1,1,TRUE,
10517,10517,Ecom Express,Standard,02-07-2024 03:00,06-07-2024,05-07-2024,Delivered,TRKBHVZ28SB0UM0,213.59,1025,Hyderabad Warehouse,Chennai,1,5,TRUE,
10518,10518,Blue Dart,Standard,01-07-2024 11:00,06-07-2024,06-07-2024,Delivered,TRK3UWK9YVWV8UL,220.39,2283,Delhi Warehouse,Bengaluru,1,5,TRUE,
10519,10519,Ekart,Standard,02-07-2024 10:00,09-07-2024,09-07-2024,Delivered,TRKER0WX5CBCS3X,219.7,2373,Hyderabad Warehouse,Chennai,1,3,TRUE,
10520,10520,Ekart,Same Day,02-07-2024 01:00,02-07-2024,02-07-2024,Delivered,TRKE4VSGB98XUKY,145.91,2446,Kolkata Warehouse,Lucknow,1,4,TRUE,
10521,10521,DTDC,Standard,01-07-2024 00:00,05-07-2024,05-07-2024,Delivered,TRKS5UM2Z9A2SO6,80.29,556,Mumbai Warehouse,Ahmedabad,1,5,TRUE,
10522,10522,Ecom Express,Standard,03-07-2024 10:00,10-07-2024,11-07-2024,Delivered,TRKCV5BUAFK8BWD,62.24,519,Kolkata Warehouse,Pune,1,5,FALSE,
10523,10523,Ekart,Standard,02-07-2024 04:00,07-07-2024,07-07-2024,Delivered,TRK9MEED2APJOSB,104.3,1121,Mumbai Warehouse,Jaipur,1,3,TRUE,
10524,10524,Blue Dart,Standard,02-07-2024 10:00,09-07-2024,09-07-2024,Delivered,TRKA1KFSVGXPRDD,180.39,998,Hyderabad Warehouse,Lucknow,2,5,TRUE,
10525,10525,Blue Dart,Standard,02-07-2024 06:00,07-07-2024,,In Transit,TRK68469TWE16NN,137.91,1308,Mumbai Warehouse,Bengaluru,0,,,
10526,10526,DTDC,Standard,03-07-2024 10:00,10-07-2024,10-07-2024,Delivered,TRKEEEQDZNZX0Q1,76.59,2177,Delhi Warehouse,Hyderabad,1,5,TRUE,
10527,10527,Ekart,Standard,01-07-2024 06:00,05-07-2024,05-07-2024,Delivered,TRK008HY4YS8TJV,208.96,1302,Bengaluru Warehouse,Chennai,1,5,TRUE,
10528,10528,DTDC,Express,03-07-2024 04:00,05-07-2024,,In Transit,TRKE7XEN0COS57B,183.7,1005,Delhi Warehouse,Kolkata,0,,,
10529,10529,Ecom Express,Standard,03-07-2024 03:00,07-07-2024,,In Transit,TRKK9Q83VUS6HWU,200.07,310,Hyderabad Warehouse,Chennai,0,,,
10530,10530,Delhivery,Standard,02-07-2024 11:00,06-07-2024,06-07-2024,Delivered,TRK8980VG6JKDYD,238.84,306,Hyderabad Warehouse,Delhi,1,2,TRUE,
10531,10531,Ekart,Standard,02-07-2024 07:00,07-07-2024,06-07-2024,Delivered,TRKNYPCIN5XI9V2,186.23,412,Hyderabad Warehouse,Hyderabad,1,5,TRUE,
10532,10532,Blue Dart,Express,03-07-2024 10:00,06-07-2024,05-07-2024,Delivered,TRKXL7II5K82SLS,148.78,1904,Delhi Warehouse,Mumbai,1,5,TRUE,
10533,10533,XpressBees,Standard,03-07-2024 12:00,08-07-2024,08-07-2024,Delivered,TRKR129Z97SOSYF,56.03,872,Hyderabad Warehouse,Lucknow,1,5,TRUE,
10534,10534,DTDC,Standard,02-07-2024 03:00,06-07-2024,06-07-2024,Delivered,TRKDFA90GAM5DEP,85.71,709,Mumbai Warehouse,Bengaluru,1,5,TRUE,
10535,10535,Blue Dart,Standard,03-07-2024 00:00,09-07-2024,08-07-2024,Delivered,TRKA2TDD3ZQ89CN,157.23,1147,Delhi Warehouse,Delhi,1,4,TRUE,
10536,10536,Delhivery,Express,02-07-2024 03:00,04-07-2024,05-07-2024,Delivered,TRKOA7DCKCLMM7M,178.61,1068,Pune Warehouse,Chennai,1,3,FALSE,
10537,10537,DTDC,Express,01-07-2024 05:00,04-07-2024,05-07-2024,Delivered,TRK90KDXSBFJRFI,200.7,1481,Mumbai Warehouse,Jaipur,1,2,FALSE,
10538,10538,Ecom Express,Express,02-07-2024 05:00,04-07-2024,,In Transit,TRKUGSIMS2LHW8F,192.84,400,Chennai Warehouse,Lucknow,0,,,
10539,10539,XpressBees,Standard,02-07-2024 06:00,08-07-2024,09-07-2024,Delivered,TRKPEDBLKDU6HTJ,184.7,494,Hyderabad Warehouse,Delhi,1,2,FALSE,
10540,10540,Delhivery,Express,04-07-2024 11:00,07-07-2024,07-07-2024,Delivered,TRKML5QM4KZV0OL,228.37,850,Bengaluru Warehouse,Kolkata,1,4,TRUE,
10541,10541,Ekart,Same Day,03-07-2024 05:00,03-07-2024,04-07-2024,Delivered,TRKZI5H79ZLO9W3,54.24,1204,Kolkata Warehouse,Hyderabad,1,5,FALSE,
10542,10542,Blue Dart,Express,03-07-2024 08:00,05-07-2024,04-07-2024,Delivered,TRKX1RHJ8D2WJ4N,181.57,1380,Pune Warehouse,Kolkata,1,5,TRUE,
10543,10543,DTDC,Standard,03-07-2024 01:00,09-07-2024,09-07-2024,Delivered,TRKU43U0AY7NLK2,229.41,1848,Mumbai Warehouse,Pune,1,4,TRUE,
10544,10544,DTDC,Standard,03-07-2024 09:00,09-07-2024,10-07-2024,Delivered,TRKV6W22IV791H5,117.48,2486,Kolkata Warehouse,Chennai,1,5,FALSE,
10545,10545,Blue Dart,Standard,03-07-2024 04:00,08-07-2024,08-07-2024,Delivered,TRKZ9RMSZ84O620,183.85,1627,Chennai Warehouse,Jaipur,1,5,TRUE,
10546,10546,Delhivery,Standard,04-07-2024 05:00,10-07-2024,09-07-2024,Delivered,TRKN99AAJ9WUWWL,195.42,994,Mumbai Warehouse,Delhi,1,5,TRUE,
10547,10547,Blue Dart,Standard,02-07-2024 05:00,07-07-2024,06-07-2024,Delivered,TRKAK4TH5LDSE4M,74.35,881,Bengaluru Warehouse,Lucknow,1,5,TRUE,
10548,10548,Delhivery,Standard,02-07-2024 02:00,07-07-2024,07-07-2024,Delivered,TRKWVWB34QMAVA2,213.72,1717,Hyderabad Warehouse,Lucknow,1,5,TRUE,
10549,10549,Delhivery,Standard,04-07-2024 09:00,08-07-2024,10-07-2024,Returned,TRKLZ14TJ0N6Q79,80.9,2440,Kolkata Warehouse,Mumbai,2,2,,
10550,10550,XpressBees,Standard,03-07-2024 12:00,08-07-2024,08-07-2024,Delivered,TRKAFXKUC64EGM6,62.34,1230,Mumbai Warehouse,Bengaluru,2,4,TRUE,
10551,10551,Ekart,Express,03-07-2024 07:00,05-07-2024,05-07-2024,Delivered,TRKAQTS809XRXTD,177.85,1007,Delhi Warehouse,Pune,1,3,TRUE,
10552,10552,Ecom Express,Same Day,03-07-2024 08:00,03-07-2024,02-07-2024,Delivered,TRKGP158PJPQB3W,135.04,1593,Hyderabad Warehouse,Bengaluru,1,5,TRUE,
10553,10553,DTDC,Express,04-07-2024 08:00,06-07-2024,07-07-2024,Delivered,TRK78GDGKLCAXOJ,189.43,191,Chennai Warehouse,Chennai,1,5,FALSE,
10554,10554,DTDC,Express,03-07-2024 06:00,06-07-2024,06-07-2024,Delivered,TRK4L2QQ38TEDXB,173.56,1699,Mumbai Warehouse,Kolkata,1,5,TRUE,
10555,10555,Ekart,Standard,03-07-2024 11:00,08-07-2024,08-07-2024,Delivered,TRKZTPCS38KF28C,95.32,320,Kolkata Warehouse,Pune,2,5,TRUE,
10556,10556,Ekart,Standard,05-07-2024 02:00,12-07-2024,12-07-2024,Delivered,TRK5FZ65N5QET0C,72.33,259,Chennai Warehouse,Lucknow,1,5,TRUE,
10557,10557,XpressBees,Standard,04-07-2024 11:00,10-07-2024,,In Transit,TRKY45OSNG0WB38,249.24,541,Bengaluru Warehouse,Hyderabad,0,,,
10558,10558,Blue Dart,Standard,05-07-2024 10:00,09-07-2024,08-07-2024,Delivered,TRKQ8UVFUNXJ9J6,155.44,2012,Hyderabad Warehouse,Ahmedabad,1,4,TRUE,
10559,10559,Ecom Express,Express,03-07-2024 06:00,05-07-2024,06-07-2024,Delivered,TRKV13IATPE9QDB,130.88,1669,Mumbai Warehouse,Bengaluru,1,5,FALSE,
10560,10560,Blue Dart,Standard,04-07-2024 02:00,09-07-2024,09-07-2024,Delivered,TRKR5VG77RQBUML,150.9,438,Ahmedabad Warehouse,Hyderabad,1,5,TRUE,
10561,10561,Ecom Express,Standard,05-07-2024 05:00,11-07-2024,11-07-2024,Delivered,TRK0M5RIEPMD1RP,128.44,649,Kolkata Warehouse,Pune,2,5,TRUE,
10562,10562,Ekart,Standard,03-07-2024 08:00,09-07-2024,09-07-2024,Delivered,TRK1Q1GDKC8J0TL,227.72,1332,Kolkata Warehouse,Hyderabad,1,5,TRUE,
10563,10563,Ecom Express,Same Day,04-07-2024 01:00,04-07-2024,04-07-2024,Delivered,TRKQU972TJ9SK9W,54.29,1101,Bengaluru Warehouse,Hyderabad,1,5,TRUE,
10564,10564,DTDC,Standard,03-07-2024 04:00,10-07-2024,10-07-2024,Delivered,TRKDBZ4OC4LI94T,125.4,2275,Hyderabad Warehouse,Delhi,1,5,TRUE,
10565,10565,Ekart,Next Day,05-07-2024 05:00,06-07-2024,06-07-2024,Delivered,TRKN41AR4IU0Y6F,236.13,1246,Chennai Warehouse,Hyderabad,2,5,TRUE,
10566,10566,Ekart,Standard,03-07-2024 09:00,10-07-2024,11-07-2024,Delivered,TRK0ADFPAN0OY7G,67.23,2347,Ahmedabad Warehouse,Chennai,1,4,FALSE,
10567,10567,Ecom Express,Standard,04-07-2024 03:00,11-07-2024,12-07-2024,Delivered,TRKH8XAJHOTLL0A,163.49,2424,Kolkata Warehouse,Mumbai,1,2,FALSE,
10568,10568,Ekart,Standard,03-07-2024 06:00,09-07-2024,09-07-2024,Delivered,TRKC990IBZB1VMQ,213.09,1503,Mumbai Warehouse,Lucknow,1,4,TRUE,
10569,10569,DTDC,Standard,05-07-2024 04:00,12-07-2024,11-07-2024,Delivered,TRK8Q7FFULGV2PX,88.47,646,Chennai Warehouse,Mumbai,1,5,TRUE,
10570,10570,Ecom Express,Standard,05-07-2024 08:00,12-07-2024,12-07-2024,Delivered,TRK63640NS4UKFY,177.65,462,Hyderabad Warehouse,Chennai,2,4,TRUE,
10571,10571,DTDC,Standard,04-07-2024 00:00,08-07-2024,07-07-2024,Delivered,TRKQ7ICFTIO2JBI,216.29,805,Delhi Warehouse,Mumbai,1,4,TRUE,
10572,10572,Delhivery,Standard,03-07-2024 07:00,10-07-2024,11-07-2024,Delivered,TRK76WTK31AFRZL,107.41,30,Pune Warehouse,Ahmedabad,1,5,FALSE,
10573,10573,Blue Dart,Standard,03-07-2024 10:00,09-07-2024,09-07-2024,Delivered,TRKEGNQJRM4ETZT,149.99,955,Chennai Warehouse,Kolkata,1,5,TRUE,
10574,10574,DTDC,Next Day,04-07-2024 04:00,05-07-2024,05-07-2024,Delivered,TRKONAY4MIMC32K,192.71,1450,Hyderabad Warehouse,Jaipur,1,5,TRUE,
10575,10575,Ekart,Express,05-07-2024 05:00,08-07-2024,08-07-2024,Delivered,TRKZ9FRIJ6TLRCA,164.12,2410,Bengaluru Warehouse,Hyderabad,1,5,TRUE,
10576,10576,Delhivery,Express,04-07-2024 06:00,07-07-2024,06-07-2024,Delivered,TRKVF3SSQW6EFP4,149.6,70,Mumbai Warehouse,Jaipur,1,3,TRUE,
10577,10577,Delhivery,Next Day,06-07-2024 02:00,07-07-2024,07-07-2024,Delivered,TRKNG2JSG6ZOP7N,203.37,1995,Bengaluru Warehouse,Ahmedabad,1,5,TRUE,
10578,10578,Delhivery,Same Day,05-07-2024 03:00,05-07-2024,06-07-2024,Delivered,TRKD1MC49920UHK,174.22,91,Bengaluru Warehouse,Lucknow,1,2,FALSE,
10579,10579,Ecom Express,Standard,04-07-2024 01:00,10-07-2024,10-07-2024,Delivered,TRK92JXVZ00YRWK,115.84,2276,Delhi Warehouse,Bengaluru,1,5,TRUE,
10580,10580,DTDC,Next Day,06-07-2024 05:00,07-07-2024,07-07-2024,Delivered,TRKUKI0X51RUQ3B,111.84,1834,Chennai Warehouse,Ahmedabad,1,4,TRUE,
10581,10581,Blue Dart,Standard,06-07-2024 09:00,12-07-2024,12-07-2024,Delivered,TRKCKCXE9CECSUW,147.5,2284,Chennai Warehouse,Hyderabad,2,5,TRUE,
10582,10582,Ecom Express,Standard,06-07-2024 09:00,11-07-2024,11-07-2024,Delivered,TRKONC4NL6F0BBK,63.72,1542,Bengaluru Warehouse,Ahmedabad,1,4,TRUE,
10583,10583,DTDC,Standard,05-07-2024 06:00,11-07-2024,10-07-2024,Delivered,TRKGFM5J4LL8BB4,178.72,149,Mumbai Warehouse,Hyderabad,1,3,TRUE,
10584,10584,XpressBees,Standard,06-07-2024 02:00,13-07-2024,12-07-2024,Delivered,TRK00LNWNFXOMJU,240.09,1449,Delhi Warehouse,Delhi,1,5,TRUE,
10585,10585,Ekart,Same Day,05-07-2024 08:00,05-07-2024,05-07-2024,Delivered,TRKHG5RRLEKHIOJ,170.25,1046,Delhi Warehouse,Ahmedabad,1,5,TRUE,
10586,10586,Ekart,Express,06-07-2024 01:00,09-07-2024,09-07-2024,Delivered,TRKLHLNMV5P7ATC,61.86,2268,Bengaluru Warehouse,Pune,1,4,TRUE,
10587,10587,Blue Dart,Next Day,06-07-2024 05:00,07-07-2024,08-07-2024,Returned,TRK5HR87DA0BSCO,83.86,1592,Kolkata Warehouse,Kolkata,1,3,,
10588,10588,DTDC,Standard,06-07-2024 06:00,11-07-2024,11-07-2024,Delivered,TRKXXF677MHYQPK,187.87,1573,Mumbai Warehouse,Mumbai,1,5,TRUE,
10589,10589,Ecom Express,Same Day,05-07-2024 04:00,05-07-2024,06-07-2024,Delivered,TRKVW4N5E3P1YET,132.49,387,Pune Warehouse,Chennai,1,3,FALSE,
10590,10590,Ecom Express,Standard,05-07-2024 07:00,10-07-2024,09-07-2024,Delivered,TRKN7NAM6YAER56,81.11,1543,Hyderabad Warehouse,Jaipur,1,4,TRUE,
10591,10591,XpressBees,Express,06-07-2024 04:00,09-07-2024,08-07-2024,Delivered,TRKVP805K7FH3T0,124.41,1252,Kolkata Warehouse,Jaipur,1,5,TRUE,
10592,10592,XpressBees,Next Day,05-07-2024 01:00,06-07-2024,06-07-2024,Delivered,TRKG1VPPNY9WFLG,187.98,1879,Kolkata Warehouse,Pune,1,5,TRUE,
10593,10593,Ecom Express,Same Day,05-07-2024 08:00,05-07-2024,05-07-2024,Delivered,TRKXFJYYIJNXCRF,163.23,708,Hyderabad Warehouse,Lucknow,2,4,TRUE,
10594,10594,Ekart,Standard,05-07-2024 03:00,12-07-2024,12-07-2024,Delivered,TRKVCI0XOS5EQYC,228.71,1740,Hyderabad Warehouse,Delhi,1,5,TRUE,
10595,10595,Ekart,Standard,05-07-2024 00:00,09-07-2024,09-07-2024,Delivered,TRKPFOQ9SOKIAAA,173.29,2080,Bengaluru Warehouse,Lucknow,1,5,TRUE,
10596,10596,DTDC,Standard,06-07-2024 12:00,12-07-2024,13-07-2024,Delivered,TRKIXTJKQAVZFQS,84.49,1435,Hyderabad Warehouse,Ahmedabad,1,5,FALSE,
10597,10597,Ecom Express,Standard,06-07-2024 02:00,10-07-2024,11-07-2024,Delivered,TRKC0ZM8J9GW0P4,76,1015,Hyderabad Warehouse,Jaipur,1,1,FALSE,
10598,10598,XpressBees,Express,05-07-2024 10:00,07-07-2024,07-07-2024,Delivered,TRKBC9DLSFWGV72,175.2,658,Bengaluru Warehouse,Hyderabad,1,5,TRUE,
10599,10599,Ekart,Standard,06-07-2024 01:00,13-07-2024,13-07-2024,Delivered,TRK5CZFIU3GQQ2E,123.78,2412,Mumbai Warehouse,Hyderabad,1,4,TRUE,
10600,10600,Ekart,Express,06-07-2024 08:00,08-07-2024,08-07-2024,Delivered,TRKIKELYF1LZ14S,212.29,1375,Kolkata Warehouse,Lucknow,1,5,TRUE,
10601,10601,XpressBees,Standard,06-07-2024 07:00,10-07-2024,,In Transit,TRKK55XYYTEGVA0,85.55,1609,Pune Warehouse,Pune,0,,,
10602,10602,Delhivery,Standard,06-07-2024 07:00,11-07-2024,11-07-2024,Delivered,TRK3A1Q0Z9OH00X,191.04,2090,Bengaluru Warehouse,Lucknow,1,3,TRUE,
10603,10603,Blue Dart,Next Day,05-07-2024 11:00,06-07-2024,05-07-2024,Delivered,TRKU4ZWXYIZUFO1,130.43,2040,Delhi Warehouse,Pune,1,5,TRUE,
10604,10604,Delhivery,Standard,05-07-2024 04:00,11-07-2024,10-07-2024,Delivered,TRKML70KZA2P9NM,146.78,1369,Delhi Warehouse,Mumbai,1,5,TRUE,
10605,10605,Ekart,Express,05-07-2024 07:00,07-07-2024,06-07-2024,Delivered,TRK41R9C48GX4BJ,111.83,1824,Chennai Warehouse,Bengaluru,1,5,TRUE,
10606,10606,XpressBees,Standard,07-07-2024 01:00,12-07-2024,12-07-2024,Delivered,TRK7PSWYQBZ6UGF,241.58,239,Chennai Warehouse,Jaipur,1,4,TRUE,
10607,10607,Ecom Express,Standard,06-07-2024 06:00,12-07-2024,12-07-2024,Delivered,TRKWV7JPRKPEZTQ,135.57,2312,Ahmedabad Warehouse,Bengaluru,2,5,TRUE,
10608,10608,Blue Dart,Standard,07-07-2024 10:00,11-07-2024,10-07-2024,Delivered,TRKQOSJU4XCW40M,45.87,996,Mumbai Warehouse,Chennai,1,2,TRUE,
