order_id,customer_id,address_id,order_date,order_status,total_amount,order_source,expected_delivery_date,coupon_discount
12916,164,229,21-03-2025,Delivered,831.38,Website,23-03-2025,0
12917,572,775,21-03-2025,Delivered,531.57,Mobile App,25-03-2025,5
12918,775,1051,21-03-2025,Shipped,7896.25,Website,26-03-2025,10
12919,999,1352,21-03-2025,Delivered,7997.29,Mobile App,27-03-2025,5
12920,1568,2124,21-03-2025,Delivered,885.82,Mobile App,25-03-2025,0
12921,4781,6451,21-03-2025,Delivered,684.96,Website,28-03-2025,10
12922,5407,7320,21-03-2025,Delivered,781.6,Mobile App,27-03-2025,0
12923,5510,7451,21-03-2025,Delivered,1344.58,Website,27-03-2025,0
12924,5951,8037,21-03-2025,Delivered,451.48,Website,23-03-2025,0
12925,6600,8927,21-03-2025,Delivered,4992.57,Website,24-03-2025,20
12926,6608,8937,21-03-2025,Delivered,8148.06,Website,27-03-2025,0
12927,7429,10048,21-03-2025,Delivered,2971.88,Website,25-03-2025,5
12928,7707,10424,21-03-2025,Delivered,2613.93,Website,26-03-2025,0
12929,7775,10519,21-03-2025,Delivered,381.74,Website,27-03-2025,0
12930,7796,10547,21-03-2025,Delivered,8689.76,Mobile App,25-03-2025,0
12931,7834,10601,21-03-2025,Delivered,11868.82,Mobile App,24-03-2025,0
12932,7841,10612,21-03-2025,Shipped,382.31,Website,24-03-2025,0
12933,8098,10953,21-03-2025,Delivered,6078.43,Mobile App,23-03-2025,0
12934,9475,12832,21-03-2025,Delivered,4990.49,Mobile App,28-03-2025,5
12935,9810,13278,21-03-2025,Delivered,1829.68,Website,28-03-2025,5
12936,9884,13377,21-03-2025,Delivered,2651.94,Mobile App,25-03-2025,10
12937,13,14,22-03-2025,Delivered,412.86,Mobile App,26-03-2025,5
12938,21,24,22-03-2025,Delivered,705.31,Website,24-03-2025,5
12939,639,868,22-03-2025,Delivered,1934.61,Mobile App,28-03-2025,0
12940,1103,1490,22-03-2025,Delivered,981.17,Mobile App,28-03-2025,0
12941,1189,1613,22-03-2025,Delivered,25100.67,Mobile App,25-03-2025,5
12942,1213,1644,22-03-2025,Delivered,918.18,Website,26-03-2025,5
12943,1235,1676,22-03-2025,Delivered,14248.99,Website,27-03-2025,0
12944,2863,3865,22-03-2025,Delivered,13741.41,Mobile App,24-03-2025,0
12945,2867,3872,22-03-2025,Delivered,5110.21,Website,24-03-2025,0
12946,2977,4028,22-03-2025,Confirmed,2736.15,Website,27-03-2025,0
12947,3247,4374,22-03-2025,Delivered,5331.75,Website,24-03-2025,0
12948,3711,5011,22-03-2025,Delivered,6110.73,Website,28-03-2025,10
12949,4930,6649,22-03-2025,Delivered,671.84,Mobile App,27-03-2025,0
12950,5303,7180,22-03-2025,Pending,1420.37,Website,30-03-2025,0
12951,5383,7283,22-03-2025,Delivered,879.4,Mobile App,29-03-2025,0
12952,5417,7330,22-03-2025,Delivered,2091.91,Mobile App,27-03-2025,0
12953,5531,7477,22-03-2025,Returned,5556.97,Website,27-03-2025,5
12954,5894,7967,22-03-2025,Delivered,1365.68,Website,26-03-2025,0
12955,6327,8554,22-03-2025,Cancelled,1005.57,Website,27-03-2025,0
12956,6612,8941,22-03-2025,Delivered,517.3,Website,27-03-2025,0
12957,6661,9005,22-03-2025,Delivered,14757.1,Mobile App,25-03-2025,5
12958,6752,9127,22-03-2025,Delivered,5971.46,Website,29-03-2025,10
12959,7091,9576,22-03-2025,Delivered,563.32,Website,25-03-2025,0
12960,7349,9930,22-03-2025,Shipped,540.46,Website,25-03-2025,0
12961,7557,10216,22-03-2025,Delivered,238.32,Website,24-03-2025,0
12962,7789,10540,22-03-2025,Delivered,5817.79,Website,26-03-2025,10
12963,7895,10680,22-03-2025,Delivered,28069.81,Mobile App,28-03-2025,5
12964,8220,11123,22-03-2025,Delivered,6046.39,Mobile App,27-03-2025,0
12965,8930,12097,22-03-2025,Delivered,1965.22,Website,29-03-2025,0
12966,9144,12381,22-03-2025,Delivered,725.08,Mobile App,26-03-2025,0
12967,9709,13150,22-03-2025,Delivered,9527.49,Mobile App,27-03-2025,0
12968,232,315,23-03-2025,Delivered,2433.61,Website,25-03-2025,0
12969,236,320,23-03-2025,Delivered,965.62,Website,28-03-2025,0
12970,238,323,23-03-2025,Delivered,1696.07,Mobile App,25-03-2025,5
12971,352,480,23-03-2025,Delivered,1232.74,Mobile App,25-03-2025,5
12972,417,572,23-03-2025,Delivered,6475.66,Mobile App,29-03-2025,0
12973,842,1142,23-03-2025,Delivered,530.65,Website,27-03-2025,0
12974,1163,1578,23-03-2025,Cancelled,7596.63,Mobile App,26-03-2025,0
12975,1574,2130,23-03-2025,Delivered,4552.79,Website,26-03-2025,0
12976,1782,2408,23-03-2025,Delivered,573.5,Website,28-03-2025,10
12977,1816,2455,23-03-2025,Delivered,1676.86,Website,27-03-2025,5
12978,2134,2878,23-03-2025,Shipped,896.79,Mobile App,26-03-2025,0
12979,2416,3266,23-03-2025,Delivered,14214.61,Mobile App,29-03-2025,5
12980,3917,5287,23-03-2025,Delivered,494.61,Website,26-03-2025,0
12981,4380,5914,23-03-2025,Delivered,477.22,Website,25-03-2025,0
12982,4401,5946,23-03-2025,Pending,3614.69,Website,30-03-2025,0
12983,4405,5950,23-03-2025,Delivered,3324.65,Website,30-03-2025,0
12984,4537,6123,23-03-2025,Delivered,9604.3,Website,29-03-2025,0
12985,4877,6577,23-03-2025,Delivered,4770.12,Website,28-03-2025,0
12986,5092,6877,23-03-2025,Delivered,2224.92,Mobile App,26-03-2025,0
12987,5571,7531,23-03-2025,Delivered,1558.24,Website,27-03-2025,0
12988,5597,7564,23-03-2025,Delivered,2724.39,Mobile App,27-03-2025,0
12989,5918,7998,23-03-2025,Delivered,455.85,Website,25-03-2025,0
12990,7171,9691,23-03-2025,Delivered,683.54,Mobile App,27-03-2025,20
12991,7734,10465,23-03-2025,Delivered,517.69,Website,30-03-2025,0
12992,7874,10652,23-03-2025,Delivered,314.4,Website,29-03-2025,0
12993,8729,11828,23-03-2025,Delivered,5241.38,Mobile App,28-03-2025,0
12994,9299,12583,23-03-2025,Delivered,528.54,Website,30-03-2025,0
12995,9434,12780,23-03-2025,Delivered,2459.73,Mobile App,26-03-2025,0
12996,740,999,24-03-2025,Delivered,825.53,Mobile App,29-03-2025,0
12997,1254,1705,24-03-2025,Pending,4695.45,Mobile App,01-04-2025,0
12998,1631,2208,24-03-2025,Delivered,5714.66,Mobile App,26-03-2025,0
12999,1843,2494,24-03-2025,Delivered,755.5,Website,27-03-2025,0
13000,3435,4625,24-03-2025,Delivered,576.61,Website,27-03-2025,0
13001,4227,5708,24-03-2025,Pending,2385.11,Website,31-03-2025,0
13002,4262,5758,24-03-2025,Delivered,2915.18,Mobile App,30-03-2025,0
13003,4924,6639,24-03-2025,Delivered,7644.54,Mobile App,28-03-2025,5
13004,7274,9829,24-03-2025,Delivered,5938.79,Mobile App,28-03-2025,0
13005,7466,10093,24-03-2025,Confirmed,2489.86,Mobile App,28-03-2025,0
13006,8102,10959,24-03-2025,Delivered,8606.73,Website,28-03-2025,0
13007,9412,12745,24-03-2025,Pending,24071.41,Mobile App,30-03-2025,0
13008,50,65,25-03-2025,Delivered,1520.66,Mobile App,27-03-2025,0
13009,624,847,25-03-2025,Delivered,2176.81,Mobile App,28-03-2025,0
13010,775,1051,25-03-2025,Delivered,2784.11,Website,30-03-2025,0
13011,1152,1562,25-03-2025,Delivered,969.66,Mobile App,28-03-2025,0
13012,1212,1643,25-03-2025,Delivered,2565.19,Website,29-03-2025,5
13013,1868,2524,25-03-2025,Delivered,845.36,Website,31-03-2025,0
13014,2120,2861,25-03-2025,Delivered,1791.25,Mobile App,28-03-2025,0
13015,2148,2896,25-03-2025,Delivered,15160.83,Website,30-03-2025,5
13016,2860,3861,25-03-2025,Delivered,1274.17,Website,27-03-2025,0
13017,2902,3923,25-03-2025,Delivered,1712.01,Mobile App,31-03-2025,5
13018,2951,3991,25-03-2025,Delivered,1764.25,Website,31-03-2025,0
13019,2988,4042,25-03-2025,Delivered,1360.84,Mobile App,27-03-2025,10
13020,3382,4549,25-03-2025,Shipped,940.82,Website,28-03-2025,20
13021,5375,7273,25-03-2025,Delivered,2700.32,Website,30-03-2025,5
13022,5462,7389,25-03-2025,Delivered,10925.73,Mobile App,27-03-2025,5
13023,5590,7555,25-03-2025,Delivered,1206.3,Mobile App,28-03-2025,20
13024,6028,8155,25-03-2025,Delivered,1053.57,Mobile App,01-04-2025,5
13025,6198,8385,25-03-2025,Delivered,12656.2,Mobile App,31-03-2025,0
13026,6470,8756,25-03-2025,Confirmed,697.31,Website,30-03-2025,0
13027,8096,10951,25-03-2025,Delivered,1483.55,Mobile App,29-03-2025,0
13028,8541,11569,25-03-2025,Delivered,693.8,Website,31-03-2025,0
13029,8846,11980,25-03-2025,Delivered,451.94,Mobile App,29-03-2025,5
13030,9342,12646,25-03-2025,Delivered,1581.87,Website,30-03-2025,0
13031,9742,13192,25-03-2025,Delivered,14941.04,Mobile App,31-03-2025,10
13032,27,31,26-03-2025,Delivered,199.21,Mobile App,02-04-2025,5
13033,346,470,26-03-2025,Delivered,327.12,Mobile App,30-03-2025,10
13034,469,641,26-03-2025,Delivered,2604.95,Mobile App,31-03-2025,10
13035,638,866,26-03-2025,Confirmed,331.02,Website,30-03-2025,0
13036,2212,2982,26-03-2025,Delivered,7580.61,Website,30-03-2025,0
13037,2594,3500,26-03-2025,Delivered,1172.45,Website,29-03-2025,0
13038,2648,3570,26-03-2025,Delivered,3668.74,Mobile App,01-04-2025,0
13039,2735,3686,26-03-2025,Delivered,9045.75,Website,30-03-2025,0
13040,2866,3871,26-03-2025,Delivered,1416.97,Website,30-03-2025,5
13041,3032,4097,26-03-2025,Shipped,12023.61,Mobile App,31-03-2025,10
13042,4297,5804,26-03-2025,Delivered,2321.84,Mobile App,02-04-2025,5
13043,5465,7393,26-03-2025,Pending,921.64,Website,03-04-2025,0
13044,6620,8950,26-03-2025,Delivered,4864.09,Website,28-03-2025,5
13045,6726,9090,26-03-2025,Confirmed,17201.31,Mobile App,31-03-2025,5
13046,6820,9210,26-03-2025,Delivered,2302.29,Mobile App,02-04-2025,10
13047,6959,9391,26-03-2025,Delivered,574.32,Website,29-03-2025,0
13048,7417,10024,26-03-2025,Delivered,569.05,Website,30-03-2025,0
13049,7644,10332,26-03-2025,Shipped,4641.79,Website,29-03-2025,0
13050,8261,11179,26-03-2025,Delivered,6206.01,Mobile App,31-03-2025,5
13051,8625,11690,26-03-2025,Delivered,222.05,Website,02-04-2025,0
13052,9077,12293,26-03-2025,Pending,11807.13,Mobile App,02-04-2025,0
13053,9088,12308,26-03-2025,Pending,3485.63,Mobile App,01-04-2025,0
13054,9969,13489,26-03-2025,Shipped,786.63,Website,31-03-2025,0
13055,297,402,27-03-2025,Delivered,2022.04,Mobile App,03-04-2025,0
13056,793,1080,27-03-2025,Delivered,408.37,Website,30-03-2025,0
13057,949,1284,27-03-2025,Delivered,13244.95,Website,03-04-2025,0
13058,997,1348,27-03-2025,Delivered,692,Website,29-03-2025,10
13059,1095,1478,27-03-2025,Delivered,7418.26,Mobile App,02-04-2025,0
13060,1509,2035,27-03-2025,Delivered,4425.95,Mobile App,30-03-2025,20
13061,3479,4688,27-03-2025,Shipped,7136.26,Website,01-04-2025,0
13062,3973,5363,27-03-2025,Delivered,1225.21,Website,30-03-2025,10
13063,4039,5451,27-03-2025,Delivered,6573.17,Mobile App,29-03-2025,0
13064,4059,5479,27-03-2025,Shipped,643.49,Website,01-04-2025,0
13065,4766,6428,27-03-2025,Delivered,1767.23,Mobile App,31-03-2025,0
13066,5680,7682,27-03-2025,Delivered,765.76,Website,03-04-2025,20
13067,5705,7719,27-03-2025,Shipped,844.24,Website,31-03-2025,5
13068,5861,7918,27-03-2025,Delivered,7256.6,Mobile App,01-04-2025,0
13069,5949,8035,27-03-2025,Delivered,4768.66,Website,03-04-2025,0
13070,6332,8559,27-03-2025,Delivered,4613.15,Website,03-04-2025,5
13071,6942,9372,27-03-2025,Delivered,11743.57,Mobile App,03-04-2025,0
13072,7684,10392,27-03-2025,Delivered,2269.7,Website,03-04-2025,0
13073,8092,10947,27-03-2025,Shipped,866.63,Website,29-03-2025,0
13074,8170,11048,27-03-2025,Delivered,399.71,Mobile App,01-04-2025,0
13075,8368,11324,27-03-2025,Delivered,1204.97,Mobile App,30-03-2025,5
13076,8712,11804,27-03-2025,Delivered,2958.45,Mobile App,29-03-2025,0
13077,9059,12268,27-03-2025,Delivered,1875.3,Mobile App,29-03-2025,0
13078,9169,12415,27-03-2025,Delivered,901.36,Mobile App,02-04-2025,0
13079,155,217,28-03-2025,Pending,5484.83,Mobile App,02-04-2025,0
13080,864,1172,28-03-2025,Delivered,808.8,Website,02-04-2025,5
13081,1629,2205,28-03-2025,Delivered,903.28,Mobile App,01-04-2025,0
13082,1725,2332,28-03-2025,Delivered,1303.77,Website,03-04-2025,20
13083,1793,2425,28-03-2025,Delivered,7633.97,Mobile App,02-04-2025,0
13084,2205,2972,28-03-2025,Delivered,1299.89,Mobile App,31-03-2025,0
13085,2349,3172,28-03-2025,Delivered,516.88,Mobile App,31-03-2025,0
13086,2559,3453,28-03-2025,Shipped,852.24,Mobile App,31-03-2025,0
13087,3303,4451,28-03-2025,Delivered,460.66,Mobile App,30-03-2025,0
13088,3329,4484,28-03-2025,Delivered,6874.3,Website,03-04-2025,10
13089,3700,4993,28-03-2025,Delivered,2197.61,Mobile App,03-04-2025,5
13090,3749,5065,28-03-2025,Confirmed,6678.75,Mobile App,02-04-2025,0
13091,4349,5871,28-03-2025,Delivered,5512.69,Website,03-04-2025,0
13092,4461,6025,28-03-2025,Delivered,2265.25,Mobile App,01-04-2025,0
13093,4665,6299,28-03-2025,Delivered,2829.98,Website,30-03-2025,10
13094,4844,6540,28-03-2025,Pending,2900.55,Website,03-04-2025,0
13095,6335,8563,28-03-2025,Delivered,429.65,Mobile App,04-04-2025,10
13096,6951,9381,28-03-2025,Delivered,785.61,Website,30-03-2025,0
13097,7283,9842,28-03-2025,Confirmed,420.23,Website,31-03-2025,0
13098,7298,9864,28-03-2025,Delivered,439.91,Website,31-03-2025,0
13099,7641,10329,28-03-2025,Pending,26554.36,Website,03-04-2025,0
13100,7896,10681,28-03-2025,Delivered,4255.94,Mobile App,31-03-2025,5
13101,8508,11519,28-03-2025,Delivered,2580.15,Website,04-04-2025,5
13102,8762,11868,28-03-2025,Confirmed,2650.61,Mobile App,01-04-2025,10
13103,9229,12493,28-03-2025,Delivered,508.32,Website,04-04-2025,0
13104,9385,12707,28-03-2025,Delivered,364.42,Mobile App,02-04-2025,0
13105,9513,12882,28-03-2025,Delivered,890.85,Mobile App,01-04-2025,0
13106,9920,13429,28-03-2025,Delivered,2736.71,Mobile App,04-04-2025,0
13107,9946,13460,28-03-2025,Delivered,9223.7,Website,03-04-2025,0
13108,200,271,29-03-2025,Delivered,524.66,Website,04-04-2025,0
13109,1816,2455,29-03-2025,Delivered,6214.98,Website,04-04-2025,0
13110,2261,3044,29-03-2025,Confirmed,1311.56,Mobile App,05-04-2025,0
13111,2646,3567,29-03-2025,Delivered,2426.34,Website,03-04-2025,0
13112,3522,4752,29-03-2025,Delivered,1695.29,Website,04-04-2025,0
13113,3560,4802,29-03-2025,Delivered,2666.12,Mobile App,01-04-2025,10
13114,3798,5138,29-03-2025,Delivered,1188.31,Website,02-04-2025,0
13115,5790,7827,29-03-2025,Pending,6285.58,Mobile App,05-04-2025,0
13116,5848,7903,29-03-2025,Delivered,3501.88,Mobile App,01-04-2025,0
13117,6068,8208,29-03-2025,Shipped,947.28,Website,03-04-2025,0
13118,6118,8281,29-03-2025,Delivered,956.6,Mobile App,04-04-2025,20
13119,6318,8541,29-03-2025,Delivered,876.55,Website,04-04-2025,0
13120,6880,9294,29-03-2025,Cancelled,13058.58,Mobile App,02-04-2025,5
13121,7446,10068,29-03-2025,Confirmed,328.18,Website,01-04-2025,0
13122,7701,10416,29-03-2025,Delivered,2178.39,Mobile App,03-04-2025,0
13123,8393,11357,29-03-2025,Delivered,9416.31,Mobile App,31-03-2025,0
13124,8903,12062,29-03-2025,Delivered,2501.75,Website,03-04-2025,0
13125,9104,12327,29-03-2025,Delivered,472.6,Website,04-04-2025,0
13126,9192,12447,29-03-2025,Delivered,4513.31,Website,03-04-2025,20
13127,9260,12538,29-03-2025,Delivered,209.49,Website,31-03-2025,0
13128,9648,13065,29-03-2025,Shipped,2866.44,Website,02-04-2025,0
13129,9845,13329,29-03-2025,Delivered,2505.91,Mobile App,31-03-2025,5
13130,9886,13381,29-03-2025,Delivered,3472.42,Website,05-04-2025,0
13131,16,18,30-03-2025,Pending,5702.14,Website,06-04-2025,0
13132,425,581,30-03-2025,Delivered,3371.17,Website,04-04-2025,5
13133,525,713,30-03-2025,Delivered,987.32,Mobile App,05-04-2025,0
13134,2450,3308,30-03-2025,Delivered,5592.23,Mobile App,02-04-2025,0
13135,4214,5688,30-03-2025,Delivered,770.01,Website,02-04-2025,0
13136,4609,6224,30-03-2025,Delivered,2295.25,Mobile App,04-04-2025,5
13137,4654,6280,30-03-2025,Delivered,2066.41,Mobile App,05-04-2025,5
13138,5152,6969,30-03-2025,Delivered,884.92,Mobile App,05-04-2025,0
13139,5465,7392,30-03-2025,Delivered,583.91,Website,04-04-2025,5
13140,5699,7712,30-03-2025,Delivered,5504.29,Website,02-04-2025,0
13141,5863,7921,30-03-2025,Confirmed,2026.22,Website,03-04-2025,0
13142,6110,8267,30-03-2025,Delivered,1568.27,Website,06-04-2025,0
13143,6494,8791,30-03-2025,Pending,2282.02,Mobile App,07-04-2025,20
13144,6719,9079,30-03-2025,Delivered,3974.31,Website,06-04-2025,0
13145,6771,9155,30-03-2025,Delivered,2671.98,Mobile App,03-04-2025,5
13146,7027,9487,30-03-2025,Delivered,1938.85,Website,05-04-2025,0
13147,7265,9818,30-03-2025,Delivered,1417.36,Website,02-04-2025,0
13148,8232,11136,30-03-2025,Delivered,2651.73,Website,02-04-2025,0
13149,8355,11305,30-03-2025,Delivered,2914.13,Website,06-04-2025,0
13150,9081,12297,30-03-2025,Delivered,2904.95,Website,05-04-2025,5
13151,9096,12318,30-03-2025,Delivered,885.82,Website,01-04-2025,0
13152,9310,12599,30-03-2025,Delivered,3401.63,Mobile App,01-04-2025,0
13153,9499,12861,30-03-2025,Delivered,3951.93,Website,01-04-2025,0
13154,9666,13089,30-03-2025,Delivered,2058.01,Mobile App,04-04-2025,0
13155,9907,13410,30-03-2025,Delivered,634.63,Mobile App,02-04-2025,0
13156,190,259,31-03-2025,Delivered,1556.03,Website,07-04-2025,20
13157,1582,2143,31-03-2025,Delivered,25267.09,Mobile App,02-04-2025,10
13158,1879,2540,31-03-2025,Delivered,2340.51,Mobile App,04-04-2025,0
13159,4407,5953,31-03-2025,Delivered,2856.76,Website,06-04-2025,5
13160,6190,8375,31-03-2025,Delivered,411.12,Mobile App,06-04-2025,0
13161,6201,8388,31-03-2025,Confirmed,2410.81,Website,04-04-2025,0
13162,6364,8604,31-03-2025,Delivered,846.93,Mobile App,03-04-2025,0
13163,6404,8664,31-03-2025,Delivered,5906.51,Mobile App,06-04-2025,5
13164,7375,9964,31-03-2025,Cancelled,528.87,Website,04-04-2025,10
13165,7670,10374,31-03-2025,Delivered,2456.09,Mobile App,05-04-2025,0
13166,8334,11275,31-03-2025,Delivered,1310.43,Website,04-04-2025,0
13167,9099,12322,31-03-2025,Delivered,4828.92,Website,06-04-2025,0
13168,9321,12617,31-03-2025,Delivered,1429.64,Mobile App,05-04-2025,0
13169,9727,13172,31-03-2025,Delivered,2988.39,Mobile App,04-04-2025,0
13170,342,466,01-04-2025,Delivered,550.43,Website,03-04-2025,10
13171,372,510,01-04-2025,Pending,2545.8,Website,06-04-2025,5
13172,584,794,01-04-2025,Delivered,2466.23,Mobile App,07-04-2025,0
13173,863,1170,01-04-2025,Delivered,671.75,Mobile App,04-04-2025,5
13174,1386,1882,01-04-2025,Delivered,4868.84,Website,07-04-2025,10
13175,1868,2524,01-04-2025,Delivered,7253.8,Mobile App,05-04-2025,10
13176,2337,3152,01-04-2025,Pending,1816.75,Website,09-04-2025,0
13177,2847,3846,01-04-2025,Delivered,12322.74,Mobile App,04-04-2025,0
13178,3359,4520,01-04-2025,Delivered,2342.87,Mobile App,04-04-2025,10
13179,4528,6111,01-04-2025,Delivered,1125.7,Website,05-04-2025,0
13180,4631,6251,01-04-2025,Delivered,1597.44,Website,06-04-2025,0
13181,7043,9511,01-04-2025,Delivered,877.68,Mobile App,05-04-2025,0
13182,7240,9783,01-04-2025,Delivered,5951.05,Website,08-04-2025,10
13183,7529,10182,01-04-2025,Shipped,1401.11,Mobile App,04-04-2025,0
13184,7929,10723,01-04-2025,Delivered,2970.72,Website,08-04-2025,0
13185,7977,10787,01-04-2025,Delivered,887.01,Mobile App,08-04-2025,0
13186,8090,10943,01-04-2025,Confirmed,6601.43,Website,08-04-2025,5
13187,8255,11168,01-04-2025,Delivered,1237.12,Website,06-04-2025,10
13188,8507,11518,01-04-2025,Confirmed,992.6,Mobile App,04-04-2025,10
13189,9755,13206,01-04-2025,Delivered,245.98,Website,03-04-2025,0
13190,248,339,02-04-2025,Delivered,2738.58,Mobile App,09-04-2025,5
13191,2150,2900,02-04-2025,Shipped,1703.7,Mobile App,07-04-2025,0
13192,2244,3022,02-04-2025,Delivered,600.85,Website,05-04-2025,5
13193,2674,3601,02-04-2025,Delivered,3845.73,Mobile App,06-04-2025,10
13194,2991,4046,02-04-2025,Delivered,458.71,Website,07-04-2025,0
13195,3013,4074,02-04-2025,Delivered,7333.04,Website,06-04-2025,0
13196,4349,5871,02-04-2025,Delivered,712.6,Website,07-04-2025,0
13197,5144,6958,02-04-2025,Delivered,992.95,Mobile App,09-04-2025,0
13198,5600,7571,02-04-2025,Delivered,6852.95,Website,06-04-2025,0
13199,6801,9189,02-04-2025,Delivered,815.52,Website,09-04-2025,0
13200,6893,9310,02-04-2025,Delivered,2642.8,Mobile App,04-04-2025,0
13201,8825,11955,02-04-2025,Delivered,822.89,Mobile App,09-04-2025,0
13202,9206,12464,02-04-2025,Delivered,2358.19,Mobile App,06-04-2025,0
13203,1900,2571,03-04-2025,Delivered,364.71,Mobile App,07-04-2025,5
13204,2136,2880,03-04-2025,Delivered,2020.53,Mobile App,05-04-2025,0
13205,3217,4334,03-04-2025,Delivered,15704.65,Website,09-04-2025,20
13206,4059,5479,03-04-2025,Delivered,416.64,Mobile App,09-04-2025,0
13207,4241,5725,03-04-2025,Delivered,892.54,Website,05-04-2025,10
13208,4276,5780,03-04-2025,Delivered,461.34,Website,07-04-2025,0
13209,4395,5939,03-04-2025,Delivered,618.8,Website,09-04-2025,0
13210,4657,6284,03-04-2025,Shipped,947.27,Mobile App,05-04-2025,0
13211,5230,7079,03-04-2025,Confirmed,7895.31,Website,07-04-2025,0
13212,5379,7278,03-04-2025,Delivered,577.68,Website,05-04-2025,0
13213,6284,8494,03-04-2025,Delivered,758.06,Mobile App,10-04-2025,0
13214,6658,9001,03-04-2025,Delivered,5817.09,Website,10-04-2025,0
13215,8285,11207,03-04-2025,Delivered,892.95,Website,05-04-2025,0
13216,8303,11232,03-04-2025,Delivered,1123.13,Website,08-04-2025,0
13217,8868,12012,03-04-2025,Delivered,1750.57,Mobile App,10-04-2025,0
13218,9579,12973,03-04-2025,Shipped,5992.68,Mobile App,07-04-2025,0
13219,1029,1389,04-04-2025,Delivered,1350.92,Website,06-04-2025,0
13220,1344,1825,04-04-2025,Delivered,5854.18,Mobile App,09-04-2025,0
13221,2085,2817,04-04-2025,Delivered,879.9,Website,08-04-2025,0
13222,2325,3135,04-04-2025,Delivered,6379.27,Mobile App,10-04-2025,0
13223,2913,3939,04-04-2025,Delivered,5499.73,Mobile App,07-04-2025,0
13224,3428,4614,04-04-2025,Delivered,749.46,Website,06-04-2025,5
13225,3489,4702,04-04-2025,Delivered,5746.12,Website,09-04-2025,0
13226,3993,5391,04-04-2025,Returned,9641.18,Mobile App,08-04-2025,0
13227,4039,5450,04-04-2025,Delivered,332.1,Mobile App,10-04-2025,5
13228,4057,5476,04-04-2025,Delivered,8112.84,Website,08-04-2025,10
13229,4484,6054,04-04-2025,Delivered,727.02,Mobile App,09-04-2025,0
13230,5598,7566,04-04-2025,Delivered,358.33,Website,11-04-2025,0
13231,5870,7932,04-04-2025,Delivered,2530.39,Website,10-04-2025,10
13232,7195,9724,04-04-2025,Delivered,726.71,Website,10-04-2025,10
13233,7259,9810,04-04-2025,Delivered,1377.99,Website,10-04-2025,0
13234,7734,10464,04-04-2025,Delivered,961.73,Mobile App,08-04-2025,0
13235,7876,10654,04-04-2025,Pending,4299.76,Website,08-04-2025,0
13236,7960,10765,04-04-2025,Delivered,631.81,Website,08-04-2025,0
13237,8205,11100,04-04-2025,Shipped,13463.26,Website,09-04-2025,0
13238,8733,11834,04-04-2025,Delivered,310.23,Mobile App,08-04-2025,0
13239,8762,11868,04-04-2025,Delivered,648.29,Website,06-04-2025,0
13240,8790,11905,04-04-2025,Delivered,2820.51,Website,07-04-2025,0
13241,9275,12555,04-04-2025,Delivered,1306.22,Mobile App,07-04-2025,10
13242,480,657,05-04-2025,Delivered,1083.87,Website,10-04-2025,5
13243,684,926,05-04-2025,Shipped,2900.11,Website,08-04-2025,0
13244,757,1024,05-04-2025,Delivered,1623.13,Website,08-04-2025,0
13245,1879,2541,05-04-2025,Delivered,6431.77,Mobile App,11-04-2025,10
13246,1998,2697,05-04-2025,Delivered,1224.88,Website,10-04-2025,0
13247,4213,5687,05-04-2025,Shipped,6704.32,Website,08-04-2025,0
13248,4323,5839,05-04-2025,Shipped,3552.39,Mobile App,08-04-2025,0
13249,4935,6654,05-04-2025,Delivered,2062.87,Website,07-04-2025,0
13250,6318,8541,05-04-2025,Delivered,2958.58,Mobile App,08-04-2025,0
13251,6586,8906,05-04-2025,Pending,424.55,Website,12-04-2025,0
13252,6617,8946,05-04-2025,Delivered,1306.22,Website,10-04-2025,10
13253,7036,9501,05-04-2025,Delivered,4004.21,Website,10-04-2025,0
13254,7919,10710,05-04-2025,Delivered,2203.35,Website,09-04-2025,5
13255,8079,10926,05-04-2025,Delivered,2611,Mobile App,07-04-2025,0
13256,9586,12983,05-04-2025,Delivered,28271.08,Mobile App,07-04-2025,0
13257,9642,13059,05-04-2025,Delivered,1726,Mobile App,10-04-2025,0
13258,829,1127,06-04-2025,Confirmed,1703.04,Website,09-04-2025,0
13259,898,1218,06-04-2025,Delivered,921.28,Mobile App,13-04-2025,0
13260,940,1273,06-04-2025,Pending,6511.85,Mobile App,14-04-2025,0
13261,1346,1828,06-04-2025,Delivered,16379.51,Website,10-04-2025,10
13262,1408,1908,06-04-2025,Confirmed,776.98,Mobile App,12-04-2025,0
13263,2125,2867,06-04-2025,Confirmed,14120.52,Mobile App,13-04-2025,0
13264,2718,3660,06-04-2025,Delivered,3374.3,Mobile App,12-04-2025,0
13265,2742,3698,06-04-2025,Delivered,209.37,Website,08-04-2025,0
13266,3134,4227,06-04-2025,Delivered,571.93,Mobile App,08-04-2025,0
13267,4979,6714,06-04-2025,Delivered,3396.1,Website,08-04-2025,0
13268,5211,7053,06-04-2025,Delivered,6840.27,Website,10-04-2025,0
13269,5378,7277,06-04-2025,Delivered,679.67,Mobile App,08-04-2025,0
13270,7395,9990,06-04-2025,Delivered,454.32,Mobile App,11-04-2025,20
13271,7984,10795,06-04-2025,Delivered,933.5,Website,13-04-2025,0
13272,8595,11647,06-04-2025,Delivered,8256.74,Website,08-04-2025,0
13273,1143,1550,07-04-2025,Delivered,222.34,Website,10-04-2025,0
13274,1863,2518,07-04-2025,Delivered,295.54,Website,13-04-2025,0
