product_id,product_name,category_id,seller_id,brand,stock_keeping_unit,price,cost_price,discount_percentage,description,average_rating,total_reviews,launch_date,is_active
1444,Samsung Eco Monitor,1,287,Samsung,ELE-SAM-01444,64119.47,41830.83,10,"Samsung Monitor designed for quality, durability and everyday use.",4.9,84,2025-05-20,True
1445,Lenovo Elite Smart Watch,1,287,Lenovo,ELE-LEN-01445,101135.77,84771.62,10,"Lenovo Smart Watch designed for quality, durability and everyday use.",4.7,267,2024-02-06,True
1446,Samsung Max Monitor,1,287,Samsung,ELE-SAM-01446,71764.81,44662.84,5,"Samsung Monitor designed for quality, durability and everyday use.",4.8,99,2023-02-03,True
1447,Funskool Premium Doll,7,288,Funskool,TOY-FUN-01447,1183.8,797.54,50,"Funskool Doll designed for quality, durability and everyday use.",5.0,28,2026-01-28,True
1448,Funskool Smart Toy Car,7,288,Funskool,TOY-FUN-01448,1980.21,1110.87,0,"Funskool Toy Car designed for quality, durability and everyday use.",4.5,560,2021-07-28,True
1449,Lego Smart Building Blocks,7,288,Lego,TOY-LEG-01449,3136.52,1813.07,5,"Lego Building Blocks designed for quality, durability and everyday use.",4.5,51,2024-05-08,True
1450,Hot Wheels Ultra Board Game,7,288,Hot Wheels,TOY-HOT-01450,3355.03,2545.66,0,"Hot Wheels Board Game designed for quality, durability and everyday use.",4.1,243,2024-03-19,True
1451,Hot Wheels Classic Puzzle,7,288,Hot Wheels,TOY-HOT-01451,2617.76,1619.87,10,"Hot Wheels Puzzle designed for quality, durability and everyday use.",5.0,232,2024-12-31,True
1452,Funskool Classic Puzzle,7,288,Funskool,TOY-FUN-01452,4907.38,3540.73,15,"Funskool Puzzle designed for quality, durability and everyday use.",4.9,228,2024-04-24,True
1453,Funskool Smart Toy Car,7,288,Funskool,TOY-FUN-01453,1148.69,733.44,0,"Funskool Toy Car designed for quality, durability and everyday use.",4.6,120,2023-03-06,True
1454,Puma Elite Yoga Mat,6,289,Puma,SPO-PUM-01454,5040.92,2868.18,30,"Puma Yoga Mat designed for quality, durability and everyday use.",4.6,175,2019-01-19,True
1455,SG Classic Dumbbells,6,289,SG,SPO-SG-01455,3002.41,1793.22,0,"SG Dumbbells designed for quality, durability and everyday use.",4.7,196,2023-12-07,True
1456,SG Eco Badminton Racket,6,289,SG,SPO-SG-01456,28524.02,23663.97,25,"SG Badminton Racket designed for quality, durability and everyday use.",3.9,60,2025-07-16,True
1457,Cosco Plus Badminton Racket,6,289,Cosco,SPO-COS-01457,6859.83,4697.05,0,"Cosco Badminton Racket designed for quality, durability and everyday use.",4.1,106,2024-10-08,True
1458,SG Smart Football,6,289,SG,SPO-SG-01458,12471.58,8264.39,10,"SG Football designed for quality, durability and everyday use.",3.9,124,2023-08-25,True
1459,Adidas Classic Badminton Racket,6,289,Adidas,SPO-ADI-01459,17021.91,11377.14,15,"Adidas Badminton Racket designed for quality, durability and everyday use.",4.3,325,2023-04-19,True
1460,Castrol Premium Helmet,10,290,Castrol,AUT-CAS-01460,25666.59,18789.75,25,"Castrol Helmet designed for quality, durability and everyday use.",4.8,174,2024-11-25,True
1461,3M Max Car Cover,10,290,3M,AUT-3M-01461,27670.92,22093.38,0,"3M Car Cover designed for quality, durability and everyday use.",4.6,172,2023-10-14,True
1462,Bosch Ultra Cleaning Kit,10,290,Bosch,AUT-BOS-01462,31429.58,17959.82,15,"Bosch Cleaning Kit designed for quality, durability and everyday use.",4.5,157,2024-10-21,True
1463,3M Premium Car Cover,10,290,3M,AUT-3M-01463,2138.75,1183.71,0,"3M Car Cover designed for quality, durability and everyday use.",4.4,245,2018-02-01,True
1464,GoMechanic Classic Engine Oil,10,290,GoMechanic,AUT-GOM-01464,34553.84,23988.45,20,"GoMechanic Engine Oil designed for quality, durability and everyday use.",4.6,34,2025-01-30,True
1465,GoMechanic Ultra Engine Oil,10,290,GoMechanic,AUT-GOM-01465,49425.94,31823.05,15,"GoMechanic Engine Oil designed for quality, durability and everyday use.",4.2,232,2024-08-16,True
1466,Castrol Eco Engine Oil,10,290,Castrol,AUT-CAS-01466,40731.91,29738.55,10,"Castrol Engine Oil designed for quality, durability and everyday use.",4.6,137,2023-06-06,True
1467,Allen Solly Premium Dress,2,291,Allen Solly,FAS-ALL-01467,2718.67,1877.68,10,"Allen Solly Dress designed for quality, durability and everyday use.",4.6,162,2018-02-20,True
1468,Adidas Max Jacket,2,291,Adidas,FAS-ADI-01468,5202.34,2999.7,15,"Adidas Jacket designed for quality, durability and everyday use.",4.8,368,2022-02-12,True
1469,Levis Pro Jeans,2,291,Levis,FAS-LEV-01469,4239.96,3592.1,5,"Levis Jeans designed for quality, durability and everyday use.",5.0,710,2020-12-14,True
1470,Nike Premium Dress,2,291,Nike,FAS-NIK-01470,5112.63,2893.29,5,"Nike Dress designed for quality, durability and everyday use.",4.7,29,2026-02-17,True
1471,H&M Plus T-Shirt,2,291,H&M,FAS-H&M-01471,6295.33,5262.47,25,"H&M T-Shirt designed for quality, durability and everyday use.",4.6,394,2020-05-04,True
1472,Nike Elite Hoodie,2,291,Nike,FAS-NIK-01472,2246.68,1591.94,25,"Nike Hoodie designed for quality, durability and everyday use.",3.9,200,2024-06-19,True
1473,Zara Eco Jeans,2,292,Zara,FAS-ZAR-01473,7603.03,5318.58,30,"Zara Jeans designed for quality, durability and everyday use.",4.6,175,2024-01-20,True
1474,Levis Smart Sneakers,2,292,Levis,FAS-LEV-01474,1492.43,850.18,15,"Levis Sneakers designed for quality, durability and everyday use.",4.4,654,2020-12-15,True
1475,Zara Pro Shirt,2,292,Zara,FAS-ZAR-01475,3438.84,2054.97,5,"Zara Shirt designed for quality, durability and everyday use.",4.7,155,2025-01-24,True
1476,Nike Pro Sneakers,2,292,Nike,FAS-NIK-01476,932.7,757.38,20,"Nike Sneakers designed for quality, durability and everyday use.",4.8,60,2025-03-09,True
1477,H&M Pro Sneakers,2,292,H&M,FAS-H&M-01477,6970.31,3922.16,10,"H&M Sneakers designed for quality, durability and everyday use.",4.8,179,2024-11-27,True
1478,Puma Premium Jeans,2,292,Puma,FAS-PUM-01478,5448.72,3764.79,5,"Puma Jeans designed for quality, durability and everyday use.",4.2,167,2025-11-16,True
1479,Allen Solly Premium Dress,2,292,Allen Solly,FAS-ALL-01479,6244.68,4803.62,5,"Allen Solly Dress designed for quality, durability and everyday use.",4.5,252,2024-01-01,False
1480,Puma Ultra Shirt,2,292,Puma,FAS-PUM-01480,3885.76,3106.77,0,"Puma Shirt designed for quality, durability and everyday use.",4.4,794,2019-12-05,True
1481,Adidas Smart Jeans,2,293,Adidas,FAS-ADI-01481,1908.82,1487.95,5,"Adidas Jeans designed for quality, durability and everyday use.",4.1,225,2021-10-07,True
1482,Adidas Ultra Hoodie,2,293,Adidas,FAS-ADI-01482,6505.8,3753.96,15,"Adidas Hoodie designed for quality, durability and everyday use.",4.6,338,2023-09-11,True
1483,Adidas Plus Jeans,2,293,Adidas,FAS-ADI-01483,1003.92,756.59,10,"Adidas Jeans designed for quality, durability and everyday use.",4.9,50,2024-04-07,True
1484,H&M Classic T-Shirt,2,293,H&M,FAS-H&M-01484,7662.82,6325.19,15,"H&M T-Shirt designed for quality, durability and everyday use.",4.6,139,2024-11-01,True
1485,Allen Solly Elite Hoodie,2,293,Allen Solly,FAS-ALL-01485,6297.63,4824.53,10,"Allen Solly Hoodie designed for quality, durability and everyday use.",5.0,250,2024-03-03,True
1486,H&M Plus T-Shirt,2,293,H&M,FAS-H&M-01486,1121.94,879.14,0,"H&M T-Shirt designed for quality, durability and everyday use.",4.9,185,2023-01-27,True
1487,Puma Advanced Jacket,2,293,Puma,FAS-PUM-01487,2331.93,1481.0,40,"Puma Jacket designed for quality, durability and everyday use.",4.9,20,2025-04-30,True
1488,Amul Plus Oil,8,294,Amul,GRO-AMU-01488,1594.56,941.07,0,"Amul Oil designed for quality, durability and everyday use.",4.8,698,2018-05-07,True
1489,Nestle Classic Oil,8,294,Nestle,GRO-NES-01489,1101.5,680.46,5,"Nestle Oil designed for quality, durability and everyday use.",4.6,8,2026-04-16,True
1490,Amul Ultra Atta,8,294,Amul,GRO-AMU-01490,1639.15,979.07,5,"Amul Atta designed for quality, durability and everyday use.",4.5,562,2021-05-06,True
1491,Aashirvaad Classic Tea,8,294,Aashirvaad,GRO-AAS-01491,229.84,190.8,15,"Aashirvaad Tea designed for quality, durability and everyday use.",4.0,354,2022-11-30,True
1492,Tata Premium Oil,8,294,Tata,GRO-TAT-01492,1567.14,1020.6,10,"Tata Oil designed for quality, durability and everyday use.",4.7,325,2023-04-05,True
1493,Tata Ultra Milk Powder,8,294,Tata,GRO-TAT-01493,881.71,708.86,30,"Tata Milk Powder designed for quality, durability and everyday use.",3.8,326,2023-04-24,True
1494,Yonex Classic Badminton Racket,6,295,Yonex,SPO-YON-01494,24636.08,19187.09,5,"Yonex Badminton Racket designed for quality, durability and everyday use.",4.4,262,2018-08-06,True
1495,Adidas Max Yoga Mat,6,295,Adidas,SPO-ADI-01495,10995.96,8744.2,10,"Adidas Yoga Mat designed for quality, durability and everyday use.",4.9,144,2025-09-21,True
1496,Cosco Plus Cricket Bat,6,295,Cosco,SPO-COS-01496,6720.33,4753.61,5,"Cosco Cricket Bat designed for quality, durability and everyday use.",4.3,471,2018-09-05,True
1497,Nike Advanced Badminton Racket,6,295,Nike,SPO-NIK-01497,23517.18,15351.61,5,"Nike Badminton Racket designed for quality, durability and everyday use.",4.0,54,2025-12-18,True
1498,Adidas Max Cricket Bat,6,295,Adidas,SPO-ADI-01498,18628.0,10939.13,0,"Adidas Cricket Bat designed for quality, durability and everyday use.",4.7,370,2023-02-06,True
1499,Allen Solly Classic Dress,2,296,Allen Solly,FAS-ALL-01499,6485.31,4122.9,0,"Allen Solly Dress designed for quality, durability and everyday use.",5.0,189,2024-06-06,True
1500,Levis Plus Hoodie,2,296,Levis,FAS-LEV-01500,5737.44,4229.25,15,"Levis Hoodie designed for quality, durability and everyday use.",4.2,95,2025-02-08,True
1501,Zara Plus Dress,2,296,Zara,FAS-ZAR-01501,6044.35,4550.02,20,"Zara Dress designed for quality, durability and everyday use.",4.1,442,2019-06-19,True
1502,H&M Plus Sneakers,2,296,H&M,FAS-H&M-01502,3257.56,2721.95,5,"H&M Sneakers designed for quality, durability and everyday use.",4.7,632,2020-02-13,True
1503,Allen Solly Smart Dress,2,296,Allen Solly,FAS-ALL-01503,7640.32,6243.38,0,"Allen Solly Dress designed for quality, durability and everyday use.",4.1,115,2024-04-01,True
1504,Yonex Plus Dumbbells,6,297,Yonex,SPO-YON-01504,17015.54,14144.32,10,"Yonex Dumbbells designed for quality, durability and everyday use.",4.3,59,2025-08-26,True
1505,Nike Elite Dumbbells,6,297,Nike,SPO-NIK-01505,29184.11,16318.47,10,"Nike Dumbbells designed for quality, durability and everyday use.",4.3,632,2021-04-12,True
1506,Puma Max Badminton Racket,6,297,Puma,SPO-PUM-01506,19680.59,16129.36,10,"Puma Badminton Racket designed for quality, durability and everyday use.",4.4,205,2023-02-05,True
1507,Puma Classic Dumbbells,6,297,Puma,SPO-PUM-01507,29457.14,24174.73,10,"Puma Dumbbells designed for quality, durability and everyday use.",4.6,575,2018-05-31,True
1508,Puma Ultra Badminton Racket,6,297,Puma,SPO-PUM-01508,13307.29,8381.09,20,"Puma Badminton Racket designed for quality, durability and everyday use.",4.7,38,2025-04-13,True
1509,Adidas Eco Football,6,297,Adidas,SPO-ADI-01509,14716.91,9974.92,15,"Adidas Football designed for quality, durability and everyday use.",4.4,641,2021-01-24,True
1510,Himalaya Smart Hand Sanitizer,9,298,Himalaya,HEA-HIM-01510,3908.37,2617.05,0,"Himalaya Hand Sanitizer designed for quality, durability and everyday use.",4.5,89,2025-11-08,True
1511,Himalaya Ultra Protein Powder,9,298,Himalaya,HEA-HIM-01511,2444.24,1508.39,0,"Himalaya Protein Powder designed for quality, durability and everyday use.",4.1,119,2025-03-11,True
1512,Himalaya Elite Protein Powder,9,298,Himalaya,HEA-HIM-01512,2569.11,1470.86,15,"Himalaya Protein Powder designed for quality, durability and everyday use.",4.1,169,2020-02-22,True
1513,Ensure Plus Protein Powder,9,298,Ensure,HEA-ENS-01513,3276.6,1880.87,15,"Ensure Protein Powder designed for quality, durability and everyday use.",5.0,292,2023-04-22,True
1514,SG Smart Badminton Racket,6,299,SG,SPO-SG-01514,26219.3,21888.58,15,"SG Badminton Racket designed for quality, durability and everyday use.",4.4,365,2019-01-13,True
1515,Puma Advanced Football,6,299,Puma,SPO-PUM-01515,13499.16,9849.67,5,"Puma Football designed for quality, durability and everyday use.",5.0,266,2023-10-14,True
1516,Yonex Plus Cricket Bat,6,299,Yonex,SPO-YON-01516,4547.2,2527.51,20,"Yonex Cricket Bat designed for quality, durability and everyday use.",4.3,118,2025-08-29,True
1517,Adidas Plus Badminton Racket,6,299,Adidas,SPO-ADI-01517,2470.43,1935.14,0,"Adidas Badminton Racket designed for quality, durability and everyday use.",3.8,57,2024-06-22,False
1518,McGraw Hill Classic Dictionary,4,300,McGraw Hill,BOO-MCG-01518,1883.9,1575.43,5,"McGraw Hill Dictionary designed for quality, durability and everyday use.",4.3,510,2021-12-07,True
1519,Pearson Advanced Novel,4,300,Pearson,BOO-PEA-01519,169.69,136.58,25,"Pearson Novel designed for quality, durability and everyday use.",4.9,120,2020-11-30,True
1520,HarperCollins Smart Story Book,4,300,HarperCollins,BOO-HAR-01520,1676.56,1414.79,5,"HarperCollins Story Book designed for quality, durability and everyday use.",4.6,136,2024-12-07,True
1521,HarperCollins Classic Story Book,4,300,HarperCollins,BOO-HAR-01521,1799.09,1283.75,5,"HarperCollins Story Book designed for quality, durability and everyday use.",4.5,356,2023-12-12,True
1522,Amul Eco Oil,8,301,Amul,GRO-AMU-01522,133.85,106.44,10,"Amul Oil designed for quality, durability and everyday use.",4.8,349,2019-04-08,True
1523,Tata Advanced Tea,8,301,Tata,GRO-TAT-01523,1091.65,904.22,30,"Tata Tea designed for quality, durability and everyday use.",4.3,63,2025-11-17,True
1524,Tata Ultra Rice,8,301,Tata,GRO-TAT-01524,1296.17,1054.38,25,"Tata Rice designed for quality, durability and everyday use.",4.5,381,2023-07-29,True
1525,Pigeon Plus Cookware Set,3,302,Pigeon,HMK-PIG-01525,13880.06,10692.7,10,"Pigeon Cookware Set designed for quality, durability and everyday use.",4.3,234,2024-04-23,True
1526,Philips Smart Induction Cooktop,3,302,Philips,HMK-PHI-01526,21977.76,17679.41,0,"Philips Induction Cooktop designed for quality, durability and everyday use.",4.4,466,2020-02-29,True
1527,Pigeon Premium Storage Box,3,302,Pigeon,HMK-PIG-01527,12574.24,9567.06,10,"Pigeon Storage Box designed for quality, durability and everyday use.",4.4,292,2023-09-01,True
1528,Prestige Advanced Pressure Cooker,3,302,Prestige,HMK-PRE-01528,6280.77,4217.7,20,"Prestige Pressure Cooker designed for quality, durability and everyday use.",4.9,20,2025-01-17,True
1529,Philips Ultra Mixer,3,302,Philips,HMK-PHI-01529,4921.0,3635.4,5,"Philips Mixer designed for quality, durability and everyday use.",4.9,23,2025-01-19,True
1530,Barbie Pro Puzzle,7,303,Barbie,TOY-BAR-01530,2143.69,1275.71,0,"Barbie Puzzle designed for quality, durability and everyday use.",4.4,352,2023-05-29,True
1531,Nerf Advanced Doll,7,303,Nerf,TOY-NER-01531,3823.82,3198.5,10,"Nerf Doll designed for quality, durability and everyday use.",4.5,150,2024-04-26,True
1532,Nerf Eco Building Blocks,7,303,Nerf,TOY-NER-01532,4366.77,3650.3,0,"Nerf Building Blocks designed for quality, durability and everyday use.",3.9,369,2023-03-11,True
1533,Funskool Elite Board Game,7,303,Funskool,TOY-FUN-01533,4880.04,3559.83,15,"Funskool Board Game designed for quality, durability and everyday use.",4.6,425,2020-09-23,True
1534,Hot Wheels Eco Board Game,7,303,Hot Wheels,TOY-HOT-01534,2857.0,1627.93,0,"Hot Wheels Board Game designed for quality, durability and everyday use.",4.7,137,2025-11-05,True
1535,Nike Classic Dumbbells,6,304,Nike,SPO-NIK-01535,11029.67,6658.75,25,"Nike Dumbbells designed for quality, durability and everyday use.",4.7,178,2024-02-06,True
1536,SG Premium Cricket Bat,6,304,SG,SPO-SG-01536,28050.18,19231.26,5,"SG Cricket Bat designed for quality, durability and everyday use.",5.0,146,2025-08-02,True
1537,Yonex Eco Dumbbells,6,304,Yonex,SPO-YON-01537,4922.55,3628.37,30,"Yonex Dumbbells designed for quality, durability and everyday use.",4.6,126,2023-11-12,True
1538,Cosco Advanced Cricket Bat,6,304,Cosco,SPO-COS-01538,29828.66,16747.42,15,"Cosco Cricket Bat designed for quality, durability and everyday use.",4.8,67,2025-03-27,True
1539,Adidas Premium Yoga Mat,6,304,Adidas,SPO-ADI-01539,21017.3,17127.13,15,"Adidas Yoga Mat designed for quality, durability and everyday use.",4.0,117,2025-03-10,True
1540,Puma Plus Dumbbells,6,304,Puma,SPO-PUM-01540,1630.32,1225.84,0,"Puma Dumbbells designed for quality, durability and everyday use.",4.0,483,2021-12-02,True
1541,GoMechanic Advanced Tyre Inflator,10,305,GoMechanic,AUT-GOM-01541,29882.95,18193.7,5,"GoMechanic Tyre Inflator designed for quality, durability and everyday use.",4.1,236,2021-05-20,True
1542,GoMechanic Elite Car Cover,10,305,GoMechanic,AUT-GOM-01542,41600.26,25653.18,30,"GoMechanic Car Cover designed for quality, durability and everyday use.",4.5,6,2026-03-18,True
1543,Castrol Classic Car Cover,10,305,Castrol,AUT-CAS-01543,34381.23,28357.61,0,"Castrol Car Cover designed for quality, durability and everyday use.",4.2,65,2025-09-16,True
1544,3M Ultra Tyre Inflator,10,305,3M,AUT-3M-01544,48447.09,29143.69,30,"3M Tyre Inflator designed for quality, durability and everyday use.",4.8,175,2024-12-04,True
1545,Prestige Eco Cookware Set,3,306,Prestige,HMK-PRE-01545,3102.16,2367.52,5,"Prestige Cookware Set designed for quality, durability and everyday use.",5.0,87,2025-11-28,True
1546,Borosil Premium Bottle,3,306,Borosil,HMK-BOR-01546,15442.15,11995.41,20,"Borosil Bottle designed for quality, durability and everyday use.",4.8,318,2020-01-16,True
1547,Borosil Eco Mixer,3,306,Borosil,HMK-BOR-01547,20696.05,11845.44,25,"Borosil Mixer designed for quality, durability and everyday use.",3.9,84,2023-12-04,True
1548,Cello Plus Bottle,3,306,Cello,HMK-CEL-01548,6282.44,4950.79,0,"Cello Bottle designed for quality, durability and everyday use.",4.7,226,2023-06-30,True
1549,Prestige Max Bottle,3,306,Prestige,HMK-PRE-01549,5456.28,3355.5,0,"Prestige Bottle designed for quality, durability and everyday use.",4.4,323,2022-05-09,True
1550,Borosil Smart Mixer,3,306,Borosil,HMK-BOR-01550,20070.69,13732.33,5,"Borosil Mixer designed for quality, durability and everyday use.",5.0,389,2023-11-03,True
1551,Penguin Max Novel,4,307,Penguin,BOO-PEN-01551,478.05,317.85,10,"Penguin Novel designed for quality, durability and everyday use.",3.5,141,2025-12-08,True
1552,Pearson Advanced Dictionary,4,307,Pearson,BOO-PEA-01552,162.44,106.93,5,"Pearson Dictionary designed for quality, durability and everyday use.",4.6,142,2024-12-14,True
1553,HarperCollins Eco Textbook,4,307,HarperCollins,BOO-HAR-01553,1646.83,1305.64,10,"HarperCollins Textbook designed for quality, durability and everyday use.",5.0,292,2022-11-03,True
1554,McGraw Hill Advanced Biography,4,307,McGraw Hill,BOO-MCG-01554,667.15,539.58,0,"McGraw Hill Biography designed for quality, durability and everyday use.",4.3,178,2024-07-26,True
1555,Yonex Max Yoga Mat,6,308,Yonex,SPO-YON-01555,23734.43,19046.24,5,"Yonex Yoga Mat designed for quality, durability and everyday use.",4.6,204,2020-08-31,True
1556,Yonex Premium Yoga Mat,6,308,Yonex,SPO-YON-01556,4515.7,3636.51,25,"Yonex Yoga Mat designed for quality, durability and everyday use.",5.0,78,2025-02-01,True
1557,Adidas Smart Football,6,308,Adidas,SPO-ADI-01557,4368.27,3552.33,25,"Adidas Football designed for quality, durability and everyday use.",4.1,57,2024-10-11,True
1558,Puma Advanced Yoga Mat,6,308,Puma,SPO-PUM-01558,1496.78,914.87,15,"Puma Yoga Mat designed for quality, durability and everyday use.",4.5,410,2020-07-24,True
1559,Cosco Plus Badminton Racket,6,308,Cosco,SPO-COS-01559,11800.49,8566.33,50,"Cosco Badminton Racket designed for quality, durability and everyday use.",4.6,148,2024-03-30,True
1560,SG Pro Dumbbells,6,308,SG,SPO-SG-01560,19472.8,11584.59,0,"SG Dumbbells designed for quality, durability and everyday use.",4.7,248,2023-12-10,True
1561,Lego Smart Board Game,7,309,Lego,TOY-LEG-01561,4065.85,2447.08,10,"Lego Board Game designed for quality, durability and everyday use.",4.1,254,2024-01-25,True
1562,Funskool Ultra Board Game,7,309,Funskool,TOY-FUN-01562,4417.59,3284.67,15,"Funskool Board Game designed for quality, durability and everyday use.",4.4,252,2018-01-09,True
1563,Barbie Advanced Building Blocks,7,309,Barbie,TOY-BAR-01563,968.72,741.33,10,"Barbie Building Blocks designed for quality, durability and everyday use.",5.0,286,2022-08-23,True
1564,Lego Ultra Doll,7,309,Lego,TOY-LEG-01564,3977.23,3261.15,10,"Lego Doll designed for quality, durability and everyday use.",4.8,163,2025-01-13,True
1565,Barbie Elite Toy Car,7,309,Barbie,TOY-BAR-01565,942.82,680.12,0,"Barbie Toy Car designed for quality, durability and everyday use.",4.9,604,2019-11-17,True
1566,Nerf Classic Toy Car,7,309,Nerf,TOY-NER-01566,2083.98,1489.65,0,"Nerf Toy Car designed for quality, durability and everyday use.",4.6,169,2022-08-18,True
1567,Funskool Advanced Toy Car,7,309,Funskool,TOY-FUN-01567,3978.62,3057.53,30,"Funskool Toy Car designed for quality, durability and everyday use.",4.4,226,2023-03-01,True
1568,Nestle Smart Coffee,8,310,Nestle,GRO-NES-01568,1494.94,1217.58,40,"Nestle Coffee designed for quality, durability and everyday use.",4.3,4,2026-04-13,True
1569,Fortune Eco Coffee,8,310,Fortune,GRO-FOR-01569,330.55,270.72,5,"Fortune Coffee designed for quality, durability and everyday use.",4.7,34,2026-03-28,True
1570,Nestle Pro Oil,8,310,Nestle,GRO-NES-01570,864.86,602.57,15,"Nestle Oil designed for quality, durability and everyday use.",4.3,81,2024-03-24,True
1571,Aashirvaad Premium Atta,8,310,Aashirvaad,GRO-AAS-01571,1163.54,731.07,5,"Aashirvaad Atta designed for quality, durability and everyday use.",4.2,45,2026-06-05,True
1572,Barbie Plus Board Game,7,311,Barbie,TOY-BAR-01572,2306.22,1397.66,0,"Barbie Board Game designed for quality, durability and everyday use.",5.0,842,2018-09-10,True
1573,Barbie Advanced Board Game,7,311,Barbie,TOY-BAR-01573,3650.07,2242.13,15,"Barbie Board Game designed for quality, durability and everyday use.",4.1,204,2022-11-28,True
1574,Lego Ultra Puzzle,7,311,Lego,TOY-LEG-01574,4007.52,2681.59,20,"Lego Puzzle designed for quality, durability and everyday use.",4.0,79,2023-12-21,True
1575,Hot Wheels Advanced Board Game,7,311,Hot Wheels,TOY-HOT-01575,3111.58,2588.58,25,"Hot Wheels Board Game designed for quality, durability and everyday use.",4.6,28,2026-03-11,True
1576,Horlicks Ultra Hand Sanitizer,9,312,Horlicks,HEA-HOR-01576,1260.3,895.44,30,"Horlicks Hand Sanitizer designed for quality, durability and everyday use.",4.2,163,2023-03-24,True
1577,Horlicks Elite Vitamin Tablets,9,312,Horlicks,HEA-HOR-01577,3262.49,2591.73,25,"Horlicks Vitamin Tablets designed for quality, durability and everyday use.",4.5,475,2020-05-16,True
1578,Dabur Plus Vitamin Tablets,9,312,Dabur,HEA-DAB-01578,4502.84,3648.55,0,"Dabur Vitamin Tablets designed for quality, durability and everyday use.",4.9,47,2026-04-16,True
1579,Himalaya Pro Protein Powder,9,312,Himalaya,HEA-HIM-01579,1074.31,680.21,25,"Himalaya Protein Powder designed for quality, durability and everyday use.",4.6,165,2018-07-21,True
1580,Lakme Plus Shampoo,5,313,Lakme,BEA-LAK-01580,2574.35,1885.99,0,"Lakme Shampoo designed for quality, durability and everyday use.",4.7,119,2023-11-07,True
1581,Lakme Advanced Sunscreen,5,313,Lakme,BEA-LAK-01581,2139.04,1659.46,0,"Lakme Sunscreen designed for quality, durability and everyday use.",4.9,119,2023-07-02,True
1582,Loreal Ultra Face Wash,5,313,Loreal,BEA-LOR-01582,4579.43,2576.18,15,"Loreal Face Wash designed for quality, durability and everyday use.",5.0,641,2021-12-03,True
1583,Maybelline Plus Shampoo,5,313,Maybelline,BEA-MAY-01583,3771.85,2316.77,5,"Maybelline Shampoo designed for quality, durability and everyday use.",4.9,177,2024-03-02,True
1584,Maybelline Pro Lipstick,5,313,Maybelline,BEA-MAY-01584,3916.75,2275.98,20,"Maybelline Lipstick designed for quality, durability and everyday use.",4.8,123,2021-08-05,True
1585,Minimalist Eco Lipstick,5,313,Minimalist,BEA-MIN-01585,831.96,541.73,0,"Minimalist Lipstick designed for quality, durability and everyday use.",4.4,365,2023-11-04,True
1586,Maybelline Plus Face Wash,5,313,Maybelline,BEA-MAY-01586,1089.22,875.8,50,"Maybelline Face Wash designed for quality, durability and everyday use.",4.7,395,2023-05-16,True
1587,Maybelline Plus Sunscreen,5,313,Maybelline,BEA-MAY-01587,3041.58,1789.85,15,"Maybelline Sunscreen designed for quality, durability and everyday use.",4.6,394,2018-04-10,True
1588,Oxford Elite Dictionary,4,314,Oxford,BOO-OXF-01588,1880.06,1344.07,10,"Oxford Dictionary designed for quality, durability and everyday use.",4.7,168,2023-09-24,True
1589,Oxford Ultra Novel,4,314,Oxford,BOO-OXF-01589,197.44,167.24,30,"Oxford Novel designed for quality, durability and everyday use.",4.7,305,2023-11-28,True
1590,McGraw Hill Premium Textbook,4,314,McGraw Hill,BOO-MCG-01590,457.75,336.83,10,"McGraw Hill Textbook designed for quality, durability and everyday use.",4.3,744,2019-03-13,True
1591,Adidas Pro Hoodie,2,315,Adidas,FAS-ADI-01591,4389.06,3658.48,0,"Adidas Hoodie designed for quality, durability and everyday use.",4.8,410,2023-11-21,True
1592,Nike Pro Jeans,2,315,Nike,FAS-NIK-01592,549.35,311.81,0,"Nike Jeans designed for quality, durability and everyday use.",4.7,164,2025-10-13,True
1593,Zara Max Jacket,2,315,Zara,FAS-ZAR-01593,3558.56,2797.21,15,"Zara Jacket designed for quality, durability and everyday use.",4.7,135,2024-12-13,True
1594,H&M Smart Jeans,2,315,H&M,FAS-H&M-01594,2234.87,1793.42,0,"H&M Jeans designed for quality, durability and everyday use.",4.2,116,2023-01-06,True
1595,Apple Premium Smartphone,1,316,Apple,ELE-APP-01595,32668.48,25867.85,20,"Apple Smartphone designed for quality, durability and everyday use.",4.7,284,2022-07-09,True
1596,Apple Ultra Mouse,1,316,Apple,ELE-APP-01596,64723.18,36425.37,0,"Apple Mouse designed for quality, durability and everyday use.",5.0,134,2025-01-20,True
1597,Samsung Max Smartphone,1,316,Samsung,ELE-SAM-01597,106236.96,73201.15,0,"Samsung Smartphone designed for quality, durability and everyday use.",5.0,53,2024-05-19,True
1598,Lego Pro Puzzle,7,317,Lego,TOY-LEG-01598,1933.38,1371.17,5,"Lego Puzzle designed for quality, durability and everyday use.",4.8,118,2023-12-25,True
1599,Lego Plus Puzzle,7,317,Lego,TOY-LEG-01599,2288.46,1498.21,25,"Lego Puzzle designed for quality, durability and everyday use.",4.4,84,2025-05-29,True
1600,Funskool Eco Puzzle,7,317,Funskool,TOY-FUN-01600,226.24,137.94,15,"Funskool Puzzle designed for quality, durability and everyday use.",4.0,160,2022-04-04,True
1601,Barbie Elite Building Blocks,7,317,Barbie,TOY-BAR-01601,4470.26,3044.44,0,"Barbie Building Blocks designed for quality, durability and everyday use.",4.7,1010,2018-09-04,True
